startYear,runtimeMinutes,genres,averageRating,numVotes,directors,writers,nconst
1935,86,1548,7.6,50284.0,33.0,"nm0117955,nm0071657,nm0067308","nm0232196,nm0853607"
1935,75,395,7.8,42038.0,1843.0,"nm0791217,nm0403398,nm0049721,nm0076653,nm0088662,nm0282984,nm0531878,nm0715723,nm0792670,nm1073460,nm2191908","nm0000472,nm0166972"
1935,119,198,7.7,12651.0,2031.0,"nm0754581,nm0732452","nm0001224,nm0041172,nm0001651"
1935,132,512,7.7,20254.0,515979.0,"nm0421255,nm0299154,nm0933133,nm0635079,nm0355681,nm0004290,nm0268513","nm0001452,nm0000022,nm0867144,nm0612743"
1935,96,1749,7.9,29944.0,332539.0,"nm0442151,nm0753452,nm0570130,nm0000036,nm0090213,nm0436095,nm0649183,nm0685265,nm0748438,nm0780833,nm0933133","nm0000050,nm0555597,nm0555617"
1935,101,1711,7.7,16933.0,762263.0,"nm0852313,nm0778818,nm0015801,nm0267022,nm0391750,nm0639130,nm0817809","nm0000001,nm0002143,nm0722424"
1936,92,556,7.9,10935.0,485.0,"nm0179993,nm0000485,nm0469915","nm0000075,nm0008496,nm0127677"
1936,87,424,8.5,210185.0,122.0,nm0000122,"nm0305087,nm0000122,nm0074788,nm0761866,nm0174682,nm0003424,nm0090008"
1936,115,428,7.9,19260.0,1008.0,"nm0728307,nm0445502","nm0241523,nm0000011,nm0051628,nm0822034"
1936,94,428,8.0,20386.0,478441.0,"nm0753452,nm0368719,nm0015399,nm0478441,nm0696190",nm0001635
1936,82,505,7.5,12190.0,562845.0,"nm0448981,nm0202681,nm0792845","nm0001366,nm0000007"
1936,76,216,7.1,14340.0,33.0,"nm0175676,nm0071657,nm0067308,nm0801026,nm0256532","nm0393028,nm0856469,nm0517058"
1936,103,1711,7.6,11937.0,828419.0,"nm0512231,nm0778818,nm0312510,nm0391750,nm0416861,nm0892044,nm0949130","nm0000001,nm0602005"
1937,90,152,7.7,17111.0,564970.0,"nm0217568,nm0725017,nm0118227","nm0000026,nm0000897,nm0195422"
1937,111,1759,7.6,12718.0,939992.0,"nm0685265,nm0780833,nm0649183,nm0090213,nm0330390,nm0442151,nm0933133","nm0000050,nm0555597,nm0555617,nm0427452"
1937,113,26,8.1,33093.0,719756.0,"nm0816458,nm0719756","nm0300064,nm0294382,nm0002233"
1937,132,375,7.7,11734.0,1008.0,"nm0728307,nm0385264,nm0118227","nm0172903,nm0002143,nm0397397"
1937,83,1147,7.6,176603.0,789313.0,"nm0342278,nm0342303,nm0780799,nm0187232,nm0257481,nm0725439,nm0403319,nm0210112,nm0087490,nm0810324","nm0830968,nm0041165"
1938,102,2068,7.9,46214.0,2031.0,"nm0706993,nm0589316,nm0500284","nm0001224,nm0001651,nm0001647"
1938,112,476,7.6,10252.0,890565.0,"nm0001178,nm0667698","nm0003540,nm0645613,nm0009372,nm0650115"
1938,97,556,7.9,19383.0,2031.0,"nm0923333,nm0240417,nm0114602,nm0372942,nm0531269","nm0000010,nm0002285,nm0000007"
1938,102,1652,7.9,53733.0,1328.0,"nm0629580,nm0928444","nm0000026,nm0749476,nm0146185"
1938,95,152,7.8,13896.0,2030.0,"nm0829330,nm0118227,nm0058129","nm0000026,nm0000817"
1938,104,35,7.5,11667.0,943758.0,"nm0728002,nm0277874,nm0001379,nm0205244,nm0118758,nm0248994","nm0000020,nm0107575"
1938,96,134,7.8,45950.0,33.0,"nm0924781,nm0319148,nm0490950","nm0714878,nm0510134"
1938,126,428,7.9,22724.0,1008.0,"nm0728307,nm0442151,nm0366454","nm0000071,nm0000859,nm0036427"
1939,238,333,8.1,282775.0,939992.0,"nm0593565,nm0397608,nm0308177,nm0372942,nm0842485,nm0886668","nm0000022,nm0593775"
1939,117,913,7.3,10704.0,828419.0,"nm0768540,nm0347451,nm0372942,nm0531269,nm0456017,nm0001203,nm0169556,nm0173303,nm0493071,nm0629580,nm0892044","nm0000026,nm0572142,nm0001195"
1939,117,35,7.8,10077.0,226189.0,"nm0397022,nm0290863,nm0401076","nm0001452,nm0362567,nm0593775"
1939,129,30,8.1,104192.0,1008.0,"nm0118227,nm0287931,nm0175333","nm0000071,nm0001647,nm0036427"
1939,110,152,7.9,18412.0,523932.0,"nm0102818,nm0000697,nm0281556,nm0501872","nm0002048,nm0000509"
1939,121,499,7.7,12090.0,1328.0,"nm0299154,nm0001328,nm0341178,nm0710299","nm0000026,nm0001932"
1939,106,556,8.0,12414.0,909825.0,"nm0907003,nm0531335,nm0744035,nm0375446,nm0049898,nm0231893,nm0923333","nm0000010,nm0000007"
1939,110,30,8.0,26012.0,719756.0,"nm0719756,nm0002569",nm0197950
1939,96,519,7.9,42044.0,406.0,"nm0370697,nm0629580,nm0372942","nm0000078,nm0222596,nm0001017"
1939,102,1139,8.0,365643.0,851537.0,"nm0486538,nm0753249,nm0941138,nm0000875,nm0006085,nm0106505,nm0134284,nm0276252,nm0355095,nm0361971,nm0388755,nm0481618,nm0536941,nm0542534,nm0591774,nm0621790,nm0685265,nm0780833,nm0799015","nm0604656,nm0001961,nm0481618"
1939,133,30,7.8,12250.0,2030.0,"nm0524403,nm0002616,nm0613848,nm0280234,nm0829330",
1939,104,35,7.6,15930.0,943758.0,"nm0531269,nm0372942,nm0111577,nm0001379","nm0000059,nm0000057"
1940,125,1147,7.8,86538.0,1968474.0,"nm0335469,nm0400056,nm0086293,nm0687624,nm0226679,nm0390839,nm0942687,nm0372604,nm0538164,nm0373871,nm0668998,nm0266338,nm0553200,nm0857936,nm0827963,nm0572689,nm0257481,nm0810324,nm0672093,nm0754836,nm0670328,nm0821707,nm0335296,nm6773872",nm0123553
1940,120,2055,7.5,17801.0,33.0,"nm0071657,nm0365661,nm0385264,nm0070361,nm0372942,nm0537363","nm0566948,nm0003339,nm0001695"
1940,129,25,8.0,84462.0,406.0,"nm0425913,nm0825705","nm0000020,nm0001017,nm0335788"
1940,125,349,8.4,196466.0,122.0,nm0000122,"nm0000122,nm0642988,nm0306786,nm0199787,nm0317970"
1940,92,428,7.9,52080.0,1328.0,"nm0496468,nm0372942,nm0531269,nm0753452","nm0000026,nm0000897,nm0516876"
1940,95,556,7.6,11379.0,943758.0,"nm0560857,nm0462321","nm0003339,nm0827263"
1940,112,152,7.9,61931.0,2030.0,"nm0829330,nm0058129,nm0759029","nm0000026,nm0000071"
1940,88,1661,7.4,127140.0,730860.0,"nm0172830,nm0780799,nm0257481,nm0810324,nm0183183,nm0754836,nm0672093,nm0061284,nm0670328,nm0850895","nm0427934,nm0747759,nm0000305,nm0110893"
1940,130,411,8.1,118797.0,33.0,"nm0238898,nm0792845,nm0365661,nm0531878,nm0389580","nm0000059,nm0001695"
1940,99,428,8.1,26693.0,523932.0,"nm0710723,nm0529450,nm0372942","nm0000071,nm0604656,nm0771584"
1940,106,1139,7.5,11613.0,3490.0,"nm0539942,nm0083742,nm0000067","nm0891998,nm0754942,nm0433188"
1941,111,152,7.8,10447.0,1328.0,"nm0102818,nm0000697,nm0598572","nm0000011,nm0393028,nm0871287"
1941,119,29,8.3,387882.0,80.0,"nm0542534,nm0000080,nm0002144,nm0219670,nm0448809","nm0000080,nm0001072"
1941,64,453,7.2,116486.0,789313.0,"nm0335469,nm0400056,nm0257481,nm0670328,nm0061284,nm0727370,nm0821707,nm0810324,nm0008673,nm2927785","nm0001359,nm0112395,nm0082884,nm0088285"
1941,100,2084,7.5,14635.0,909825.0,"nm0001379,nm0122446","nm0000007,nm0193232,nm0447913"
1941,118,31,7.7,20687.0,406.0,"nm0242897,nm0515751","nm0682074,nm0187981"
1941,94,152,7.8,18522.0,2545.0,"nm0388743,nm0002545","nm0000020,nm0002013,nm0657874"
1941,116,35,8.0,10008.0,943758.0,"nm0375484,nm0462111,nm0662213,nm0132180","nm0003339,nm0137999"
1941,100,142,8.0,146476.0,1379.0,"nm0001379,nm0358591","nm0000007,nm0000048"
1941,122,428,7.7,11746.0,1008.0,"nm0175028,nm0696190,nm0728307,nm0175333","nm0000011,nm0036427,nm0000974"
1941,134,336,7.7,14975.0,1328.0,"nm0277874,nm0151310,nm0462321,nm0001379,nm0948663,nm0804097,nm0184633","nm0000011,nm0000974,nm0864869"
1941,90,429,7.9,23337.0,2545.0,nm0002545,"nm0566948,nm0913094,nm0218131"
1941,99,134,7.4,31458.0,33.0,"nm0710723,nm0365661,nm0720904,nm0075324","nm0000026,nm0362567,nm0115558"
1941,70,5,7.3,22973.0,905729.0,nm0802561,"nm0000509,nm0001647,nm0929925,nm0001033,nm0000897,nm0461549"
1942,70,453,7.3,127841.0,204190.0,"nm0759041,nm0668998,nm0604392,nm0821707,nm0789873,nm0266338,nm0183231,nm0942723","nm0017013,nm0018755,nm0066951"
1942,102,354,8.5,508210.0,2031.0,"nm0258493,nm0258525,nm0462321,nm0122417,nm0019706,nm0732452","nm0000007,nm0002134,nm0001647"
1942,73,1086,7.3,19143.0,869664.0,nm0090840,"nm0007218,nm0808949"
1942,100,432,7.4,12731.0,762263.0,"nm0083125,nm0723418,nm0000927,nm0391750,nm0492635,nm0616893,nm0841702","nm0001078,nm0000001"
1942,88,35,7.7,21762.0,936404.0,"nm0850483,nm0000080,nm0001072,nm0608986","nm0392529,nm0001072"
1942,134,354,7.6,15391.0,943758.0,"nm0934497,nm0296207,nm0385264,nm0921995,nm0835369,nm0651585,nm0792670,nm0928295",nm0682074
1942,117,35,7.9,14706.0,710924.0,"nm0732452,nm0698989","nm0002134,nm0001647"
1942,88,152,7.5,10489.0,2545.0,"nm0002545,nm0480677","nm0566948,nm0884964"
1942,109,77,7.2,22619.0,33.0,"nm0896830,nm0365661,nm0662213,nm0000033","nm0191950,nm0472603,nm0062667"
2001,118,1122,6.4,77664.0,3506.0,"nm0737216,nm0003506","nm0413168,nm0000630,nm0005227"
1942,99,73,8.2,27050.0,523932.0,"nm0501872,nm0562372,nm0523932","nm0000912,nm0821041,nm0107795"
1942,126,533,7.7,13815.0,2031.0,"nm0118758,nm0430578,nm0258493,nm0258525","nm0000010,nm0404158,nm0926636"
1943,69,367,7.1,10675.0,869664.0,"nm0802561,nm0942027,nm0908681,nm0111576","nm0007218,nm0255199"
1943,163,354,8.1,12745.0,3836.0,"nm0003836,nm0696247","nm0515193,nm0906932,nm0571129"
1942,75,45,8.0,20361.0,920074.0,"nm0873707,nm0888099","nm0000020,nm0000763,nm0000063"
1943,108,11,7.8,57766.0,33.0,"nm0928642,nm0072639,nm0720904,nm0568060","nm0001072,nm0136994,nm0871287"
1944,118,1700,8.0,64030.0,1008.0,"nm0258493,nm0258525,nm0450279","nm0000026,nm0557339,nm0007217"
1944,107,556,8.3,138942.0,697.0,"nm0000697,nm0151452,nm0128906","nm0534045,nm0000064,nm0056477"
1944,114,556,7.8,23447.0,2030.0,"nm0886668,nm0281556,nm0049721,nm0358096","nm0000964,nm0001072"
1946,170,354,8.0,56128.0,943758.0,"nm0792845,nm0437969","nm0000763,nm0545298"
1944,126,432,7.0,10142.0,564970.0,"nm0124918,nm0147119,nm0564970,nm0235160","nm0001078,nm0280178,nm0570451,nm0113769"
1944,88,418,8.0,41534.0,695937.0,"nm0143837,nm0237225,nm0388755,nm0718101,nm0488057","nm0000763,nm0916067,nm0001637"
1944,97,26,7.6,25758.0,33.0,"nm0825705,nm0842485,nm0000033,nm0372942","nm0388303,nm0805790,nm0000904"
1944,113,424,7.6,19833.0,591486.0,"nm0106505,nm0277943,nm0072639,nm0373511,nm0525067,nm0556945,nm4251617",
1944,95,556,7.6,11715.0,229424.0,"nm0668122,nm0151452","nm0694090,nm0472603"
1944,100,1724,7.8,30148.0,1328.0,"nm0002133,nm0299154,nm0001203,nm0010850,nm0150462","nm0000007,nm0000974"
1944,107,556,7.7,13536.0,485.0,"nm0425913,nm0909260","nm0000064,nm0557339,nm0107631"
1945,97,417,7.5,12387.0,163229.0,"nm0002005,nm0629580","nm0280178,nm0404158,nm0371775,nm0950019"
1945,86,35,8.0,34374.0,180.0,"nm0002021,nm0369743,nm0000180,nm0623768","nm0002145,nm0391361"
1945,103,28,7.7,10475.0,146709.0,"nm0047786,nm0534191,nm0165021,nm0920229,nm0072478","nm0424345,nm0714878,nm0191745"
1945,68,556,7.4,14397.0,880618.0,"nm0326107,nm0600755","nm0623684,nm0531705"
1945,189,35,8.4,17763.0,138893.0,nm0699535,"nm0056761,nm0105482,nm0719749"
1945,110,505,7.6,10526.0,821472.0,"nm0842485,nm0930082","nm0664273,nm0001637"
1945,101,42,7.9,32680.0,697.0,"nm0413352,nm0102818,nm0000697","nm0001537,nm0856062,nm0196247"
1945,111,556,8.0,21966.0,2031.0,"nm0532030,nm0128906,nm0001203,nm0344391,nm0540816,nm0682787,nm0877957,nm0928603,nm0932163","nm0007217,nm0779923"
1945,110,367,7.5,11391.0,506797.0,"nm0506797,nm0928492","nm0001695,nm0368836"
1945,102,493,7.8,13971.0,485.0,"nm0478579,nm0610207,nm0629580","nm0000064,nm0002053"
1945,111,1560,7.6,42196.0,33.0,"nm0372942,nm4465001,nm0534191,nm0739676,nm0761573","nm0000060,nm0155011,nm0001991"
1944,71,1661,6.4,11875.0,314671.0,"nm0109205,nm0855804,nm0780799,nm0670328,nm0942723,nm0687624,nm0931614,nm0183183,nm0174974,nm0091069,nm0335469,nm0400056,nm0810324",nm0001359
1946,96,374,7.9,23635.0,167496.0,"nm0168413,nm0207305",nm0544786
1946,114,1611,7.9,77345.0,1328.0,"nm0001203,nm0102824,nm0299154,nm0151452","nm0000007,nm0725891"
1946,110,505,7.7,27047.0,896533.0,"nm0254154,nm0252100,nm0663763,nm0372942","nm0001229,nm0534317,nm0130407"
1946,118,412,7.8,21477.0,180.0,"nm0002042,nm0000180,nm0623768,nm0369743,nm0909727,nm0569414","nm0590055,nm0905697"
1946,130,370,8.6,386905.0,1008.0,"nm0329304,nm0352443,nm0001008,nm0842485,nm0827821,nm0933858","nm0000071,nm0000859,nm0593775"
1946,103,556,7.8,18482.0,802563.0,"nm0892044,nm0002133,nm0001379,nm0112218","nm0000044,nm0639529,nm0215260"
1946,104,369,8.1,18728.0,3836.0,"nm0003836,nm0696247","nm0000057,nm0178509"
1946,97,538,7.8,21051.0,406.0,"nm0257143,nm0588003,nm0375500,nm0482193","nm0000020,nm0001514"
1946,102,505,7.9,90078.0,33.0,"nm0372942,nm0000033,nm0285218,nm0644048","nm0000026,nm0001647,nm0129894"
1946,113,556,7.5,18009.0,307819.0,"nm0750822,nm0124002,nm0128906","nm0002092,nm0445523,nm0002025"
1945,103,353,8.0,22579.0,744023.0,"nm0024847,nm0000019,nm0744023,nm0175924","nm0264762,nm0656496,nm0030383"
1946,94,1661,7.1,11049.0,287836.0,"nm0721468,nm0335577,nm0710683,nm0364873,nm0670328,nm0942723,nm0821707","nm0237985,nm0059934"
1946,95,556,7.4,23350.0,80.0,"nm0892044,nm0873193,nm0242938,nm0000080,nm0001379","nm0000080,nm0000064,nm0580882"
1947,109,369,7.6,13580.0,467396.0,"nm0792845,nm0073394,nm0622251,nm0000697,nm0102818","nm0000026,nm0000057,nm0941253"
1947,101,1,7.8,20868.0,696247.0,"nm0323869,nm0003836,nm0696247",nm0268119
1947,106,217,7.5,17169.0,202681.0,"nm0202681,nm0328959","nm0000007,nm0071636"
1947,118,35,7.2,14448.0,1415.0,"nm0387740,nm0366454,nm0001415","nm0000060,nm0002092"
1947,104,369,7.9,15203.0,581.0,"nm0242897,nm0225283","nm0001322,nm0001695"
1947,96,424,7.9,38993.0,780833.0,"nm0780833,nm0204016","nm0350324,nm0668361,nm0516876"
1947,124,434,7.9,15329.0,122.0,"nm0000122,nm0000080","nm0000122,nm0734467,nm0507673"
1947,97,556,8.0,31622.0,869664.0,"nm0537784,nm0128906,nm0272045","nm0000053,nm0000018"
1948,83,1082,7.4,14189.0,59106.0,"nm0498738,nm0727411,nm0335471,nm0791217,nm0831290","nm0007941,nm0182579,nm0001033,nm0000509"
1948,128,2088,7.5,16021.0,406.0,"nm0637793,nm0068650","nm0000078,nm0000020,nm0000784"
1948,154,1,7.6,14863.0,59.0,"nm0000636,nm0000059","nm0000059,nm0491406,nm0460874"
1948,100,479,7.8,36179.0,1379.0,"nm0112218,nm0001379,nm0027173","nm0000007,nm0000064,nm0000859"
1948,89,1,8.3,140690.0,1120.0,"nm0953790,nm0059030,nm0080755,nm0147599,nm0001120,nm0290000,nm0315657,nm0346291","nm0536009,nm0821543"
1947,87,556,7.6,25888.0,80.0,"nm0455271,nm0000080,nm0145336,nm0496468,nm0548529","nm0000080,nm0806041,nm0026011"
1948,87,35,8.0,10722.0,649097.0,"nm0462321,nm0959003,nm0649097","nm0431139,nm0431169"
1948,96,556,7.6,11730.0,202088.0,"nm0540816,nm0907013","nm0280178,nm0003318,nm0852279"
1948,116,1,7.8,10956.0,180.0,"nm0002042,nm0000180,nm0371552,nm0001907,nm0909727","nm0628579,nm0000027,nm0838066"
1948,133,474,7.8,27305.0,1328.0,"nm0153698,nm0773660","nm0000078,nm0001050,nm0000974"
1948,135,502,8.1,29710.0,3836.0,"nm0026153,nm0696247,nm0935773,nm0003836","nm0906932,nm0330961,nm0375818"
1948,80,417,8.0,125319.0,33.0,"nm0002025,nm0358096,nm0491306,nm0372942","nm0000071,nm0197982,nm0335048,nm0389516"
1948,126,519,8.2,111055.0,1379.0,"nm0001379,nm0871252","nm0000007,nm0404158,nm0392529,nm0071636"
1949,101,428,7.5,18988.0,2030.0,"nm0002106,nm0437717","nm0000075,nm0263885"
1949,68,1661,7.0,12289.0,19282.0,"nm0410331,nm0334370,nm0672093,nm0382548,nm0727370,nm0780799,nm0109205,nm0716206","nm0001078,nm0001651,nm0089314,nm0572689"
1949,110,42,7.5,12829.0,744035.0,"nm0913014,nm0744035","nm0002024,nm0409869,nm0001135"
1949,108,1,8.3,13746.0,654868.0,"nm0386426,nm0633792,nm0654868",nm0753479
1949,115,35,8.1,13106.0,943758.0,"nm0324537,nm0324499,nm0416556","nm0001050,nm0724732"
1949,106,158,8.0,33676.0,357607.0,"nm0395170,nm0357607,nm0226538,nm0593867","nm0696866,nm0000027"
1949,122,556,7.9,14699.0,41.0,"nm0452878,nm0000041","nm0001536,nm0793766"
1949,98,1711,7.4,15515.0,2045.0,"nm0337582,nm0173679,nm0730385","nm0000037,nm0000069"
1950,112,374,8.0,10050.0,168413.0,nm0168413,"nm0544786,nm0673749"
1949,104,22,7.3,15442.0,406.0,"nm0068650,nm0637793,nm0821716","nm0000078,nm0000730,nm0424565"
1949,104,1548,8.1,154726.0,715346.0,"nm0001294,nm0000080,nm0466099,nm0715346","nm0000080,nm0001072,nm0002145"
1949,132,26,7.7,11941.0,454771.0,"nm0058905,nm0493446,nm0454771","nm0000060,nm0549280,nm0581282,nm0593612"
1949,114,479,8.1,28843.0,909825.0,"nm0324578,nm0730850,nm0446132","nm0000010,nm0639529"
1950,138,1,8.2,117196.0,581.0,"nm0000581,nm0650581",nm0001695
1950,112,556,7.9,23374.0,1379.0,"nm0534693,nm0001379,nm0122446","nm0001330,nm0129894,nm0926235"
1950,74,1147,7.3,141705.0,414144.0,"nm0674518,nm0670328,nm0672093,nm0780799,nm0382548,nm0109205,nm0716206,nm0027011,nm0727370,nm0710683,nm0850895",nm0531763
1949,83,418,7.3,10449.0,5789.0,"nm0745866,nm0338707","nm0639529,nm0012204"
1950,87,556,7.6,11149.0,507390.0,"nm0437969,nm0874308,nm0442228","nm0197982,nm0471854,nm0138885"
1950,104,369,7.9,51872.0,467396.0,"nm0153808,nm0110958,nm0175333","nm0000071,nm0285922,nm0528621"
1950,94,418,8.0,25188.0,712947.0,"nm0813584,nm0636002,nm0400568","nm0000007,nm0522481,nm0717203"
1950,101,1611,7.9,11643.0,202088.0,"nm0252100,nm0449946,nm0218778,nm0915252","nm0001847,nm0549280"
1950,85,41,8.3,17792.0,320.0,"nm0017274,nm0041255,nm0000320,nm0488601,nm0211993","nm0577219,nm0167952,nm0408475"
1950,88,417,8.2,147488.0,41.0,"nm0015611,nm0000041,nm0368074","nm0001536,nm0605270,nm0793766"
1950,105,232,7.1,13954.0,406.0,"nm0570130,nm0068650","nm0000078,nm0424565,nm0418741"
1950,110,217,7.1,12295.0,33.0,"nm0177336,nm0720904,nm0421862,nm0108833,nm0532030","nm0865262,nm0928697"
1950,110,42,8.4,194850.0,697.0,"nm0102818,nm0000697,nm0551261","nm0000034,nm0002233"
1950,92,483,7.6,16312.0,542649.0,"nm0724307,nm0153698,nm0482193","nm0000071,nm0002053,nm0573640"
1951,105,499,7.7,70032.0,1379.0,"nm0286163,nm0012938,nm0001379,nm0171924,nm0896830","nm0000007,nm0605923,nm0119988"
1951,75,1862,7.4,125486.0,314671.0,"nm0140902,nm0382548,nm0780799,nm0670328,nm0672093,nm0727370,nm0052520,nm0183183,nm0447039,nm0335469,nm0400056,nm0174974,nm0649603,nm0906929,nm0404717","nm0943956,nm0370821,nm0001359"
