startYear,runtimeMinutes,genres,averageRating,numVotes,directors,writers,nconst
2004,115,"Action,Adventure,Animation",8.0,640875.0,nm0083348,nm0083348,"nm0005266,nm0000168,nm0005134"
2003,111,"Action,Crime,Thriller",7.0,336633.0,nm0336620,"nm0448392,nm0694526,nm0694638","nm0000661,nm0000242,nm0001570"
2003,107,"Biography,Documentary,History",8.1,22470.0,nm0001554,\N,
2006,126,"Action,Adventure,Thriller",6.9,323344.0,nm0009190,"nm0476064,nm0649460,nm0009190,nm0312367","nm0000129,nm0000609,nm0000450"
2002,99,"Drama,Fantasy,History",7.4,18637.0,nm0812546,"nm1178696,nm1162019,nm0698757,nm0812546","nm0233107,nm0610593"
2005,101,"Action,Adventure,Horror",4.2,18627.0,nm0001382,"nm0001969,nm0232776,nm0649191,nm0201304","nm0122653,nm0001426,nm0737465"
2003,93,"Adventure,Animation,Comedy",5.7,32340.0,"nm0001102,nm0325196",nm0236421,"nm0000409,nm0000188"
2003,96,"Comedy,Romance",5.6,12844.0,nm0001661,nm0505230,"nm0005561,nm0001601"
2003,101,"Drama,Romance",6.9,32052.0,nm0469694,"nm1172243,nm0469694","nm0000513,nm0000285,nm0004999"
2002,114,Drama,7.7,25554.0,nm0611932,nm0611932,
2004,126,"Adventure,Biography,Drama",7.8,95171.0,nm0758574,"nm0346466,nm1424928,nm1433580","nm0305558,nm0209404"
2004,94,"Action,Horror,Sci-Fi",6.2,183046.0,nm0936838,nm0027271,nm0004912
2005,124,"Action,Adventure,Comedy",6.0,90490.0,nm0252135,"nm0193774,nm0232776,nm0649191,nm0724167,nm0366337","nm0000190,nm0001872,nm0015617"
2005,96,"Comedy,Drama",6.6,20459.0,nm0590122,"nm1174529,nm0590122","nm1086384,nm0000352,nm0000206"
2004,137,"Drama,History,War",6.0,19336.0,nm0359387,"nm0092018,nm0300866,nm0359387","nm0000598,nm0000671,nm0248408,nm0000574"
2003,125,"Adventure,Drama,Fantasy",8.0,407242.0,nm0000318,"nm1180620,nm0041864","nm0000191,nm0001215,nm0001082"
2004,124,"Action,Adventure,Sci-Fi",6.4,407397.0,nm0000386,"nm0000386,nm0618680","nm0000598,nm0350453,nm0005231"
2003,97,"Comedy,Family,Fantasy",6.9,211100.0,nm0269463,nm1183854,"nm0002071,nm0001001,nm0627878"
2002,155,"Action,Biography,Drama",8.1,14299.0,nm0764316,"nm0438499,nm0592795,nm0707304,nm0764316","nm0222426,nm0839820,nm1430018,nm0592782"
2002,113,"Comedy,Drama",7.6,12873.0,nm0508208,"nm0508208,nm0602508","nm0000849,nm0869088,nm0251021"
2003,98,"Biography,Crime,Drama",6.3,14747.0,"nm0047259,nm0053190","nm0047259,nm0053190,nm1306654","nm0000346,nm0190497,nm0001293"
2005,144,"Action,Adventure,Drama",7.2,262018.0,nm0000631,nm1184258,"nm0089217,nm0000553,nm0359398"
2003,121,"Action,Fantasy,Thriller",7.0,248838.0,nm0936482,"nm0340485,nm0936482,nm0564286","nm0005454,nm0111274,nm0790688"
2003,107,"Action,Crime,Thriller",5.9,246023.0,nm0005436,"nm0860155,nm0104973,nm0351929","nm0908094,nm0879085,nm0369513"
2003,97,"Comedy,Family,Fantasy",6.1,122116.0,nm0914132,"nm0734742,nm0352320,nm0228908","nm0001319,nm0332390"
2004,155,"Comedy,Drama,Music",7.6,12077.0,nm0001437,"nm0102492,nm0001437","nm0830371,nm0467451"
2003,94,"Drama,Music,Romance",5.4,42755.0,nm0937306,"nm1188393,nm0914760","nm0001616,nm0999075"
2002,87,"Action,Comedy,Documentary",6.6,79911.0,nm0871860,"nm0871860,nm0005069,nm0424216,nm0546640,nm0828177,nm1035634,nm0690686,nm0257424,nm0242756,nm0569199,nm0225164,nm1029269,nm2525534,nm1079524,nm0519671,nm4007510,nm8722262,nm2928258,nm0154074",
2004,186,"Action,Drama,Romance",7.9,20044.0,nm1027719,"nm0015287,nm1260845","nm0004335,nm0000821,nm0700875"
2004,90,"Comedy,Romance",5.9,21808.0,nm0398185,"nm0112459,nm0363326","nm0000112,nm0790688"
2006,77,"Drama,Romance",6.3,11701.0,nm0112085,"nm0112085,nm1220329,nm0460008",
2003,101,"Crime,Thriller",6.3,11967.0,nm1195760,nm1195760,"nm1195753,nm1515380,nm0869815,nm0535084"
2003,94,"Drama,History",7.1,32629.0,nm0712753,"nm0084334,nm0712753","nm0159789,nm0001872,nm0765597"
2004,99,"Crime,Horror,Mystery",5.8,18715.0,nm0580729,"nm0672015,nm0712753","nm0001173,nm0001426,nm0502015"
2003,102,"Crime,Drama,Mystery",6.7,41523.0,nm0654830,"nm0654830,nm0076814,nm2019127","nm0001097,nm0483788"
2003,98,Horror,6.2,127823.0,nm1197971,"nm0377066,nm0001361,nm0466925","nm0006958,nm0117420"
2004,114,"Drama,Mystery,Romance",7.0,52137.0,nm0006476,"nm0590813,nm0101625","nm0001326,nm0000498"
2003,110,"Biography,Drama,Romance",6.3,10200.0,nm0420422,nm0003164,"nm0185819,nm0083605"
2003,98,Comedy,5.6,13453.0,nm0918873,"nm0937748,nm0005450","nm0005450,nm0081572"
2003,95,Comedy,5.5,17892.0,nm0001674,"nm0001674,nm0503669","nm0001674,nm0005170,nm0048414"
2004,90,"Mystery,Sci-Fi,Thriller",6.1,10287.0,nm0725345,"nm0177769,nm0091579","nm0000202,nm0000494"
2002,99,"Horror,Mystery",6.7,27642.0,"nm0161152,nm0659380","nm1040327,nm0659380,nm0161152",nm1204831
2003,117,"Action,Adventure,Fantasy",5.5,127980.0,nm0000957,"nm1212988,nm0211823,nm0366337","nm0124930,nm0057368,nm0001354"
2003,154,"Action,Drama,War",7.7,390752.0,nm0001880,"nm0517589,nm0001880,nm0380980","nm0000129,nm0913822,nm0175262,nm0040472"
2003,116,"Comedy,Crime,Drama",7.3,121869.0,nm0000631,"nm1201715,nm1206007,nm0341372","nm0000115,nm0005377,nm0022883"
2003,143,"Action,Adventure,Fantasy",8.0,999391.0,nm0893659,"nm0254645,nm0744429,nm0064181,nm0938684","nm0000136,nm0001691,nm0089217"
2003,110,"Action,Drama",4.7,12585.0,nm0090066,"nm1213025,nm0272948,nm0090066","nm0000401,nm1035682,nm0428963,nm0005023"
2004,99,Comedy,4.8,29537.0,nm0001469,nm0011376,"nm0001774,nm0085312"
2005,132,"Action,Drama,War",6.7,21005.0,nm0001093,"nm1220363,nm1214007,nm0076166,nm1215164","nm0000973,nm0001212,nm0290556,nm0541120"
2003,108,"Crime,Drama,Mystery",7.4,14169.0,nm0759368,"nm0025052,nm0545690","nm0008090,nm1309554,nm0957024"
2003,138,"Crime,Drama,Mystery",7.9,410237.0,nm0000142,"nm0001338,nm1212331","nm0000576,nm0000209,nm0000102"
2006,83,"Adventure,Animation,Comedy",6.7,156074.0,"nm0426333,nm0456732","nm0089676,nm0131661,nm0395924,nm0456732,nm1212328,nm1213375,nm1938852,nm0221133,nm0286790","nm0000246,nm0788009,nm0136797"
2003,111,"Comedy,Drama,Family",7.5,51233.0,nm0564827,nm0564827,"nm0005286,nm0000323,nm0000380"
2004,93,"Comedy,Horror,Sci-Fi",5.3,59351.0,nm0000568,"nm0505615,nm0397411",nm0000111
2004,98,"Comedy,Crime,Thriller",5.5,53345.0,nm0222043,"nm0438449,nm0303032","nm0000246,nm0001612"
2004,120,"Action,Adventure,Comedy",5.9,83121.0,nm0178997,"nm0894523,nm0864435,nm0073026,nm1309286","nm0000329,nm0176869,nm0000980"
2004,104,"Action,Crime,Fantasy",3.4,108571.0,nm0685759,"nm0004170,nm0714246,nm0104335,nm0274905,nm0736966","nm0000973,nm0933727"
2009,100,"Animation,Drama,Family",7.7,190127.0,nm0783139,"nm0783139,nm0301274",nm1894655
2004,96,"Comedy,Family,Fantasy",6.3,60398.0,nm0641373,"nm0185934,nm0527581,nm0809006,nm0372659,nm0938293,nm1217079","nm0199215,nm0000144"
2003,104,"Action,Adventure,Comedy",6.7,99628.0,nm0000916,"nm0829739,nm0888743","nm0425005,nm0005405,nm0000686"
2003,86,"Comedy,Crime",5.2,18310.0,nm0925870,"nm0046943,nm0806416,nm0005085,nm0841910","nm0005085,nm0641939,nm0005516,nm0004875"
2004,146,"Action,Crime,Drama",7.7,323004.0,nm0001716,"nm0704031,nm0001338","nm0000243,nm0000686"
2003,100,Drama,6.8,78414.0,nm0362566,"nm0362566,nm1223023",
2003,113,"Comedy,Drama,Romance",6.8,46262.0,nm0920108,"nm1217227,nm0920108",nm0100556
2003,96,Comedy,6.3,191136.0,nm0245888,nm0381221,"nm0004755,nm0005405,nm0506405"
2003,85,"Adventure,Animation,Comedy",6.8,93970.0,"nm1074107,nm0086431","nm0614742,nm0131661,nm0395924,nm0070368,nm1943855,nm0027459,nm1850798,nm2119461,nm0940401,nm0258059,nm0363125,nm0424666,nm0636236,nm1561257,nm0388113,nm1073183,nm0791588,nm0683724,nm1973552,nm0234837,nm2320658,nm2042425,nm1950901,nm0930261,nm2090115,nm0505946","nm0001618,nm0836836,nm0001548,nm0707262"
2003,85,Comedy,3.4,36756.0,nm0003474,"nm0268380,nm0947395,nm0268370,nm1227045,nm0003474","nm1277177,nm0647638,nm0506405,nm0821048"
2003,97,"Action,Horror",5.7,108385.0,nm0950553,"nm0000127,nm0589485,nm1226735,nm1226737","nm0000387,nm0457090"
2003,96,"Comedy,Drama",7.3,10640.0,nm0243191,"nm0243191,nm0773418","nm0001725,nm1227027,nm0577841"
2003,140,"Drama,History,Sport",7.3,65430.0,nm0002657,"nm1227780,nm0002657","nm0001497,nm0000313,nm0177933"
2004,84,"Action,Comedy,Crime",4.1,26749.0,nm0994538,nm0425780,"nm0376540,nm0001084,nm0007167"
2003,116,"Action,Comedy,Crime",5.3,35435.0,nm0005421,"nm1226736,nm0005421","nm0000148,nm0001326,nm0913460"
2005,101,"Action,Adventure,Crime",4.4,66386.0,nm0848414,"nm0929186,nm1334526","nm0001084,nm0000168,nm0000353,nm0005454"
2003,93,Drama,5.0,13544.0,nm0001252,nm0001252,"nm2172371,nm0001252,nm2164670,nm2166735,nm2164896"
2002,114,"Drama,Romance",7.6,15488.0,nm0001429,nm0001429,"nm0632689,nm0586227"
2005,157,"Adventure,Family,Fantasy",7.7,528378.0,nm0001565,"nm0460141,nm0746830","nm0705356,nm0342488,nm0843059"
2004,124,"Action,Crime,Drama",6.4,147499.0,nm0378144,"nm0378144,nm0289833","nm0005048,nm0000237"
2003,118,"Drama,Mystery,Thriller",5.0,20720.0,nm0001214,nm0420135,"nm0000598,nm0001151"
2004,93,"Adventure,Comedy,Family",5.1,47935.0,nm0331532,"nm0360253,nm0053484,nm0348181","nm0005327,nm0000498"
2003,86,"Crime,Drama,Mystery",7.2,44189.0,nm1009775,nm1009775,"nm0001794,nm0004988,nm0004936,nm0000664"
2005,100,"Comedy,Crime",5.4,22501.0,nm0378893,"nm0572352,nm1245146,nm0709070,nm0832043","nm0000169,nm0147825"
2004,95,"Drama,Mystery,Thriller",5.8,13128.0,nm0115764,"nm0115764,nm1244808","nm0000602,nm0000353,nm0005273"
2004,104,"Comedy,Horror,Mystery",5.7,27867.0,nm0151540,"nm0151540,nm0373571,nm0501399,nm0815418,nm0831479","nm0151540,nm0000200,nm0373571"
2005,104,"Comedy,Drama,Romance",6.2,41728.0,"nm0268370,nm0268380","nm0304665,nm0541632,nm0394984","nm0266422,nm1555151,nm0444940"
2004,92,"Comedy,Drama,Fantasy",7.2,31039.0,nm0432627,nm0920530,"nm0629493,nm0929489"
2004,123,"Drama,Romance",7.8,505940.0,nm0001024,"nm0505230,nm0764982,nm0817023","nm0001258,nm0331516"
2004,92,"Comedy,Drama",6.7,44088.0,nm0200380,"nm0200380,nm1247295","nm0000346,nm0297578"
2003,109,"Comedy,Music",7.1,261368.0,nm0000500,nm0925234,"nm0085312,nm0925234,nm0664238"
2004,163,"Drama,History",7.2,478382.0,nm0000583,"nm0392955,nm1125275","nm0000093,nm0051509,nm0089217,nm0002103"
2003,105,"Comedy,Crime,Drama",6.8,15062.0,nm1259871,nm1248824,"nm0614165,nm0268199"
2004,102,"Comedy,Drama,Romance",7.4,205065.0,nm0103785,nm0103785,"nm0103785,nm0765597,nm0000453"
2003,95,Comedy,4.8,60083.0,nm0379237,"nm0113005,nm0013996,nm0236881,nm1009988",nm0627878
2002,97,"Comedy,Documentary,Thriller",7.5,11784.0,nm0998825,\N,
2003,100,"Biography,Drama,Romance",6.9,71052.0,nm0916424,"nm1256768,nm0381757","nm0000147,nm0929489"
2004,102,"Action,Drama,Fantasy",4.8,24571.0,nm0358327,nm0093560,"nm0000134,nm0001427,nm1080974"
2004,104,"Comedy,Crime,Thriller",6.2,97712.0,"nm0001053,nm0001054","nm0001054,nm0001053,nm0741740","nm0000158,nm0005541,nm0799777"
2003,102,"Comedy,Drama",7.7,401726.0,nm0001068,nm0001068,"nm0000195,nm0000610"
2004,127,Drama,7.2,212004.0,nm0000154,"nm0280179,nm0000154","nm0001029,nm0998941"
2004,101,"Comedy,Crime",6.1,136550.0,nm0680846,"nm0088479,nm1192866,nm1016088,nm0680846,nm0035905","nm0001774,nm0005562,nm0004879,nm0000681"
2004,95,"Comedy,Romance",5.6,26294.0,nm0525659,nm0505741,"nm0241049,nm0333410,nm0001447"
2003,104,"Crime,Drama,Mystery",6.6,20997.0,nm0185063,"nm0185063,nm0561359,nm1258394,nm1258453",nm0000174
2004,97,"Action,Crime,Horror",6.0,19344.0,nm0196860,"nm0000108,nm0335096","nm0000606,nm0536095,nm0000489"
2004,98,"Comedy,Fantasy,Romance",6.2,161456.0,nm0935095,"nm0326092,nm0951135","nm0749263,nm0785227"
2003,181,"Drama,Romance",7.4,14908.0,nm0159162,"nm1338353,nm1338448,nm0159148,nm1338988,nm0492854,nm0495259,nm0495270,nm1221396","nm0000821,nm0006795"
2004,106,"Comedy,Drama",5.7,13998.0,nm0838198,"nm0114197,nm1119609","nm0001084,nm0147825"
2012,124,"Adventure,Drama,Romance",6.1,39308.0,nm0758574,"nm0449616,nm1433580","nm0727165,nm1330560"
2004,111,"Comedy,Family,Romance",5.9,36868.0,nm0004838,"nm0024909,nm0297545,nm0024856,nm0066764","nm0531101,nm0587950"
2003,128,"Comedy,Drama,Romance",6.7,109652.0,nm0583600,nm0583600,"nm0000197,nm0000206"
2004,100,"Drama,Fantasy,Mystery",6.1,34195.0,nm0322242,"nm0140643,nm0995906,nm0322242","nm1080974,nm0396812"
2003,108,"Comedy,Drama",6.9,22793.0,nm0170719,"nm1130708,nm0278759",nm0017596
2004,94,"Action,Crime,Thriller",6.5,91701.0,nm0254786,"nm0169540,nm0604555","nm0262635,nm0005458,nm0000513"
2007,128,"Action,Thriller",7.1,383398.0,nm0936482,"nm0093560,nm0545861,nm1985343,nm0861636","nm0000246,nm0519043,nm0648249"
2004,108,"Drama,Romance,Sci-Fi",8.3,886161.0,nm0327273,"nm0442109,nm0327273,nm1410028","nm0000120,nm0929489,nm0004423"
2003,105,"Adventure,Comedy,Sport",6.0,11654.0,nm0489453,nm0758518,"nm0111013,nm0449466,nm1036181,nm0896735"
2003,99,"Comedy,Family,Fantasy",5.0,40892.0,nm0591450,nm1183854,"nm0000552,nm0000654"
2003,91,Horror,6.8,66200.0,nm0014960,"nm0014960,nm0505183","nm0619600,nm0451076"
2004,86,"Drama,Music,Romance",6.0,26347.0,nm0272704,"nm1568308,nm0755969,nm0945026,nm0002982","nm0526019,nm0805476"
2004,132,"Drama,Romance,War",6.6,14464.0,nm0241090,nm0241090,"nm0870204,nm0470981"
2003,99,"Comedy,Crime,Drama",7.6,27909.0,nm0000780,nm0000780,"nm0320721,nm1234157"
2003,137,"Adventure,Thriller,Western",6.5,32616.0,nm0000165,"nm1268336,nm0442190",nm0000169
2007,124,"Drama,Romance,Sport",5.9,19914.0,nm0000436,"nm0744839,nm0000436","nm0051509,nm0000380"
2003,113,Drama,7.8,35055.0,nm0405632,"nm0347188,nm1076710,nm0405632,nm0960161","nm1270590,nm0526616,nm0803890"
2004,84,"Action,Crime,Drama",5.8,14458.0,nm0007708,nm0808211,"nm0369513,nm0001199,nm0000838"
2003,119,"Action,Mystery,Sci-Fi",6.3,101377.0,nm0000247,"nm0001140,nm1212988","nm0000255,nm0001173,nm0355910"
2004,100,"Adventure,Animation,Comedy",6.6,167566.0,nm0000709,"nm0885575,nm0000709,nm0115310","nm0000158,nm0178875,nm0005052"
2005,106,"Drama,Romance",6.3,23105.0,nm0875793,nm0000188,"nm0000188,nm0005403"
2003,84,"Action,Adventure,Comedy",4.3,53527.0,nm0001675,nm0001675,"nm0754512,nm0000104"
2003,118,Comedy,5.7,50474.0,"nm0268380,nm0268370","nm0921853,nm0947395,nm0268380,nm0268370","nm0000354,nm0001427"
2004,109,"Adventure,Drama,Family",7.1,14221.0,nm0000269,"nm0323708,nm0000269,nm0271501","nm0001602,nm0383603,nm0237835,nm0629127"
2004,131,"Action,Adventure,Fantasy",6.1,240066.0,nm0814085,nm0814085,"nm0413168,nm0746896,nm0378175"
2002,101,"Action,Crime,Drama",8.0,116148.0,"nm0490487,nm0538320","nm0538320,nm0159039","nm0490489,nm0504897,nm0938893,nm0874676"
2004,170,"Biography,Drama",7.5,326156.0,nm0000217,nm0517589,"nm0000138,nm0000604"
2003,155,"Action,Drama,Thriller",4.7,19097.0,"nm0297934,nm0297935","nm0297934,nm1568321,nm0847295","nm0297885,nm1099171"
2003,81,"Comedy,Musical,Romance",2.1,24659.0,nm0410769,nm0298279,nm1227702
2003,98,"Action,Drama,Thriller",6.2,18328.0,nm0482681,"nm0899328,nm0991253,nm0023260","nm0000241,nm0852753,nm0061437,nm0326988"
2003,90,"Action,Comedy",6.7,18713.0,nm0267244,"nm0267244,nm0405632,nm0423872","nm0267241,nm0677471,nm0706548"
2004,108,"Adventure,Comedy,Family",6.8,192644.0,nm0797869,"nm0330565,nm1274516","nm0000120,nm0000179,nm0014582"
2004,104,"Comedy,Drama,Romance",5.5,13691.0,nm0831690,"nm0150749,nm1044491,nm0332393","nm0005170,nm0728346,nm0924552"
2002,116,"Action,Adventure,Sci-Fi",6.4,10958.0,nm0945724,"nm1618246,nm0945724","nm0437580,nm0457240"
2003,104,"Action,Comedy,Fantasy",5.4,12462.0,"nm1294961,nm1294962","nm1294961,nm1294962","nm1213507,nm1296121"
2004,104,"Comedy,Drama,Romance",7.0,11876.0,nm0843640,"nm0560857,nm0367838","nm0002091,nm0001999,nm0000460"
2005,113,"Action,Crime,Drama",6.6,105501.0,nm0802807,"nm0186101,nm0724514","nm0000246,nm0001629,nm1497548"
2003,89,"Comedy,Drama",7.6,66461.0,nm0565336,nm0565336,"nm0227759,nm0134072,nm0071345"
2003,109,"Biography,Crime,Drama",7.3,132663.0,nm0420941,nm0420941,"nm0001136,nm0855564"
2003,107,"Biography,Documentary",7.7,23586.0,nm1285613,\N,
2005,103,"Action,Adventure,Crime",7.0,97373.0,nm0504642,nm0000108,"nm0001472,nm0001364,nm0000151"
2003,100,"Comedy,Drama",7.3,18943.0,nm0421314,nm0421314,"nm0509263,nm0586568,nm0857663"
2005,139,Drama,7.3,22032.0,nm0001885,nm0001885,"nm0207218,nm0000418,nm0000353"
2004,90,"Comedy,Romance",6.0,124161.0,nm0357453,nm0357453,"nm0001774,nm0000450"
2004,99,"Comedy,Drama,Romance",6.8,319730.0,nm0781842,nm1286500,"nm0001191,nm0001705,nm0000276"
2006,167,"Drama,History,Thriller",6.7,97037.0,nm0000134,nm0744839,"nm0000354,nm0000134,nm0000285"
2004,115,"Action,Drama,Sci-Fi",7.1,489711.0,nm0001639,"nm0899113,nm0326040,nm0001920","nm0000226,nm0339304,nm0876138"
2004,133,"Drama,Mystery,Romance",7.6,70099.0,nm0000466,"nm0418469,nm0000466,nm0491011","nm0880484,nm0684500"
2006,94,"Adventure,Animation,Comedy",6.0,32319.0,nm0000108,"nm1297771,nm0000108,nm0305372,nm1922214,nm2461314,nm2962942","nm0383603,nm0186949"
2003,93,"Drama,Romance,Sci-Fi",6.2,19712.0,nm0935863,nm0101639,"nm0000209,nm0700875,nm0407033"
2003,112,"Comedy,Drama,Romance",7.5,10734.0,nm0711579,"nm0711579,nm1429771","nm0038355,nm0586281"
2003,107,"Comedy,Drama,Romance",7.0,16730.0,nm0184947,nm0184947,"nm0709095,nm1302182"
2004,87,"Action,Adventure,Animation",7.1,76500.0,"nm0384864,nm0651706","nm0238757,nm0384864,nm0384722,nm0651692,nm0819711,nm1196684","nm0444786,nm0001787,nm0120309"
2002,110,Drama,7.6,17939.0,nm0149196,"nm0149196,nm4309095","nm0960230,nm0867780"
2004,106,"Action,Adventure,Mystery",6.0,80806.0,nm0175775,nm0175775,"nm0000179,nm0000610"
2003,366,"Drama,Romance",8.5,20125.0,nm0320285,"nm0677758,nm0750048","nm0516222,nm0094526"
2004,175,"Action,Biography,Drama",5.6,160132.0,nm0000231,"nm0000231,nm0477370,nm0436164","nm0268199,nm0000164"
2009,93,"Action,Crime,Drama",6.7,30756.0,nm0708870,nm0996086,"nm0925220,nm0001696,nm0907708,nm0002364"
2003,167,"Drama,Romance",6.6,14176.0,nm0592583,"nm0592583,nm0080327,nm2279768,nm2285788,nm0415514","nm0451321,nm0037017,nm0787474"
2004,121,"Drama,Romance",7.9,49936.0,nm0015359,nm0015359,"nm0960379,nm0456077"
2004,119,"Adventure,Animation,Family",8.2,316763.0,nm0594503,"nm0594503,nm1168510","nm0454120,nm0309107,nm0594271"
2004,100,"Animation,Drama,Sci-Fi",7.5,35493.0,nm0651900,"nm0794385,nm0651900,nm0258268,nm0556856","nm0960033,nm0645634,nm0945290"
2003,186,"Comedy,Drama,Romance",8.0,61746.0,nm0012541,"nm1145539,nm0424103","nm0451321,nm0451307"
2004,174,"Action,Crime,Drama",7.4,14741.0,nm0764316,"nm1356270,nm0764316","nm0000821,nm0474774,nm0222426"
2004,179,"Action,Comedy,Drama",7.0,31389.0,nm0007134,"nm0007134,nm1063072,nm1646552","nm0451321,nm0792911,nm1300301"
2002,75,"Adventure,Animation,Comedy",7.2,46564.0,nm1293863,"nm0383707,nm1027089,nm1248357,nm1248358","nm0354560,nm1303233"
2004,126,"Action,Adventure,Animation",6.9,16458.0,nm0960028,"nm0613444,nm0960028","nm0001772,nm0000547"
2006,154,"Action,Sci-Fi",6.0,267833.0,nm0001741,"nm1002424,nm0003529,nm0001741,nm0796950,nm0795975","nm0746125,nm0000228,nm0005188"
2005,94,Comedy,6.8,87400.0,nm1301035,nm1301035,"nm0005351,nm0197855,nm0519043"
2004,111,"Comedy,Drama",6.6,15032.0,nm0931095,"nm0410288,nm0931095","nm0000313,nm0287898"
2003,98,"Horror,Mystery,Thriller",5.8,104525.0,nm0440913,nm0349406,"nm0000375,nm0001165"
2004,87,"Comedy,Sci-Fi",5.4,13100.0,nm0378660,"nm0378660,nm0081305,nm0442622","nm0378660,nm0442622,nm0870780"
2003,98,"Comedy,Family",5.9,92034.0,nm0506613,"nm0318326,nm0136950,nm0864471,nm0363958,nm0169505,nm0812513",nm0000188
2006,113,"Crime,Drama,Mystery",5.1,15229.0,nm0005387,nm0697115,"nm0000168,nm0253035"
2004,126,"Action,Adventure,Drama",6.3,157395.0,nm0298807,nm0291905,"nm0654110,nm0226820,nm0344435"
2004,115,"Action,Drama,Thriller",6.5,54252.0,nm0751221,nm0171474,"nm0001618,nm0000237,nm0001598"
2004,135,"Biography,Drama,History",7.5,46639.0,nm0640334,nm1325865,"nm0000621,nm0922263,nm0001187"
2004,125,"Crime,Thriller",6.5,350503.0,nm0001752,"nm1079776,nm0425138,nm0751207","nm0000123,nm0000093"
2004,119,"Comedy,Drama,Romance",6.0,34993.0,nm0005190,"nm0166767,nm1621084,nm0024856,nm0066764",nm0179173
2004,152,"Biography,Drama,Music",7.7,135713.0,nm0000431,"nm0000431,nm1343803","nm0004937,nm0694066"
2005,108,"Drama,Family,Romance",7.0,28488.0,nm0002120,"nm0819533,nm1552063","nm0000602,nm0000151,nm0524197"
2005,86,"Adventure,Animation,Comedy",6.9,356589.0,"nm0201509,nm0569891","nm0123666,nm1129905,nm0201509,nm0569891","nm0001674,nm0001774,nm0001710"
2002,129,"Drama,History,Romance",8.1,21773.0,nm0945282,"nm1330441,nm0945282,nm0038335","nm0760796,nm0462042,nm0652592"
2004,86,"Action,Crime",6.3,69441.0,nm0106230,"nm0109858,nm0458318,nm0316888,nm0505522,nm0002718","nm0425005,nm0424216,nm0100889"
2005,144,"Biography,Drama,History",8.0,173159.0,nm0000165,"nm0391132,nm0326040","nm0000128,nm0081572,nm0316079"
2004,125,"Biography,Drama,Music",6.6,10723.0,nm0005563,nm0168379,"nm0000177,nm0000596,nm0573618"
2003,106,"Drama,Romance",7.3,10552.0,nm0654858,"nm0654858,nm0739744","nm0320988,nm0100556,nm0631516"
2004,122,"Biography,Comedy,Drama",6.9,14314.0,nm0394280,"nm1318194,nm1321655,nm1321656","nm0001691,nm0001475"
2004,94,"Horror,Thriller",6.4,12507.0,nm0837977,"nm0910550,nm1325872",nm0281956
2003,131,"Action,Crime,Drama",8.1,126794.0,nm0094435,"nm0094435,nm1323286,nm1646563","nm0814280,nm1235292,nm1323287,nm1138201"
2006,105,"Comedy,Drama,Fantasy",7.3,67094.0,nm0327273,nm0327273,"nm0305558,nm0149260"
2005,118,"Action,Adventure,Comedy",5.9,114580.0,nm0000416,nm0472567,"nm0000354,nm0005132,nm1996295"
2005,107,"Biography,Drama,Sport",7.1,51309.0,nm0362566,nm0672769,"nm0005132,nm0386472,nm0711559,nm0424216"
2004,92,Comedy,6.6,191023.0,"nm0541635,nm0073688,nm0769840","nm0073688,nm0541635,nm0769840","nm1310709,nm0686009,nm0922563"
2004,95,"Comedy,Family,Romance",5.9,79257.0,nm0743093,nm1354901,"nm0614877,nm0126004"
2004,91,"Drama,Mystery,Sci-Fi",5.8,63228.0,nm0747849,nm0224187,"nm0922035,nm1468254,nm1721039"
2004,80,"Animation,Comedy,Family",5.0,77419.0,nm0382072,"nm0204825,nm0169505,nm0812513","nm0005227,nm0864997,nm0000195"
2005,103,"Comedy,Drama,Romance",6.3,59239.0,nm0080120,nm0080120,nm0000551
2004,107,Comedy,6.6,61666.0,nm0751102,"nm0751102,nm1337885","nm0005403,nm0000179,nm0000242"
2005,120,"Action,Comedy,Crime",6.5,441026.0,nm0510731,nm1334526,"nm0000093,nm0111013,nm0000681"
2005,112,Drama,6.6,10960.0,nm0589182,nm0589182,"nm0000358,nm1222820"
2004,98,"Adventure,Comedy,Crime",5.9,12890.0,nm0149260,"nm0058713,nm0149260,nm0283997,nm0553237,nm0746162","nm0000367,nm1114325,nm0346363"
2005,97,"Action,Adventure,Crime",4.7,85897.0,nm0101385,"nm0425756,nm0588340,nm0672015,nm0955974,nm1360299","nm0899681,nm0498449"
2004,94,Comedy,7.2,323785.0,nm0570912,"nm0002071,nm0570912","nm0002071,nm0136797,nm0748620"
2005,89,"Drama,Horror,Mystery",4.2,29292.0,nm0443181,"nm0471392,nm1340000,nm0925482",nm0005538
2005,91,"Adventure,Animation,Comedy",6.3,129780.0,"nm0757858,nm0917188","nm0593856,nm0572151,nm1865755,nm0304665,nm0541632","nm0000191,nm0000316,nm0000245"
2004,106,"Comedy,Drama,Music",6.1,42763.0,nm0155093,"nm0839397,nm0920108","nm0000152,nm0001804"
2005,136,"Biography,Drama,Music",7.8,228735.0,nm0003506,"nm0143599,nm0219456,nm0003506,nm1789517","nm0001618,nm0001598"
2004,100,"Action,Adventure,Comedy",4.6,13813.0,nm0020728,"nm1155510,nm0958969,nm0783346,nm0722610","nm0005260,nm0026364"
2005,95,"Documentary,Horror",8.7,17488.0,nm0598671,nm0598671,nm0001618
2004,113,"Action,Adventure,Fantasy",5.9,163064.0,nm0333060,"nm0333060,nm0938379,nm0170160","nm0000648,nm0001434,nm0005351"
