startYear,runtimeMinutes,genres,averageRating,numVotes,directors,writers,nconst
1993,104,"Comedy,Mystery",7.4,37973.0,nm0000095,"nm0000095,nm0108613","nm0000095,nm0012178"
1993,97,"Crime,Drama,Thriller",7.5,50284.0,"nm0400436,nm0400441","nm0400441,nm0400436,nm0931862","nm0877928,nm0005478,nm0865084"
1993,125,"Comedy,Drama,Family",7.0,238565.0,nm0001060,"nm0277590,nm0802020,nm0228908","nm0000245,nm0000112,nm0001213"
1993,111,"Comedy,Drama,Romance",7.3,44255.0,nm0000110,"nm0000636,nm0000110","nm0000110,nm0000206"
1993,117,Drama,6.9,10431.0,nm0748022,nm0748022,"nm0000474,nm0925966"
1993,132,"Comedy,Drama",7.8,33111.0,nm0005139,nm0005139,"nm0000667,nm0190208"
1993,84,"Action,Comedy,Crime",6.2,43676.0,nm0704164,"nm0390998,nm0854416,nm0704164","nm0000389,nm0000168,nm0001484,nm0000347"
1993,120,"Crime,Drama,Fantasy",6.3,22035.0,nm0381699,"nm0000175,nm0725379","nm0001884,nm0000438"
1993,76,"Animation,Family,Fantasy",8.0,284490.0,nm0783139,"nm0000318,nm0568313,nm0003031","nm0000384,nm0001697,nm0382676"
1993,94,"Action,Adventure,Animation",7.9,33716.0,nm0159109,nm0159109,"nm0945290,nm0031844,nm0756964"
1993,94,"Action,Drama,Romance",5.7,21244.0,nm0363553,"nm0000390,nm0549658,nm0092018,nm0271098","nm0000241,nm0001085,nm0505971"
1992,94,"Biography,Drama,Fantasy",7.2,13838.0,nm0006845,"nm0006845,nm0941173","nm0000708,nm0187998,nm0813896"
1993,141,"Crime,Drama,Mystery",6.6,74941.0,nm0001587,"nm0001300,nm0001587","nm0000243,nm0001731,nm0001334"
1993,138,"Crime,Drama,Thriller",7.6,72072.0,nm0000142,nm0359387,"nm0000126,nm0000142,nm0412901"
1993,125,Drama,7.7,219063.0,nm0001129,nm0638913,"nm0000158,nm0000243,nm0453248"
1993,121,"Drama,Music,Romance",7.6,77204.0,nm0001005,nm0001005,"nm0000172,nm0000554"
1993,109,"Drama,Romance",6.1,12363.0,nm0005436,nm0005436,"nm0000637,nm0868957"
1993,109,"Action,Crime,Drama",6.1,24536.0,nm0000824,"nm0000108,nm0315205,nm0785311","nm0000321,nm0000551,nm0001208"
1993,134,"Drama,Romance",7.8,63732.0,nm0412465,"nm0410958,nm0695609","nm0000164,nm0370700,nm0001659"
1993,97,Horror,5.9,13516.0,nm0951206,nm0003587,"nm0566382,nm0130210"
1993,125,"Action,Crime,Drama",6.3,41383.0,nm0442241,"nm0000341,nm0442241,nm0045660","nm0000125,nm0000648,nm0000172,nm0846480"
1993,104,"Adventure,Comedy,Musical",6.7,113657.0,nm0000316,"nm0788526,nm0151362,nm0000316","nm0000144,nm0507659,nm0715953"
1993,104,"Action,Crime,Sci-Fi",4.1,44965.0,nm0215269,"nm0627159,nm0591160,nm0588340,nm0215269","nm0121559,nm0532478"
1993,110,"Crime,Drama,Romance",6.6,12891.0,nm0575389,nm0377088,"nm0000198,nm0940070"
1993,103,"Comedy,Family,Fantasy",6.1,24487.0,nm0827663,nm0363958,"nm0005272,nm0000997,nm0355278"
1993,114,"Biography,Drama,Sport",7.5,54742.0,nm0000770,nm0686233,"nm0000276,nm0269463,nm0000885"
1993,101,"Comedy,Drama,Family",7.8,76863.0,nm0262693,"nm0262693,nm0348363","nm0347509,nm0899953,nm0480869,nm0719606"
1993,195,"Biography,Drama,History",8.9,1178784.0,nm0000229,"nm0447745,nm0001873","nm0000553,nm0000146,nm0001426"
1993,109,"Biography,Drama",7.4,28720.0,nm0001873,"nm0906659,nm0001873","nm0001505,nm0001426,nm0690051"
1993,101,"Drama,Family,Fantasy",7.3,35610.0,nm0002140,"nm0122364,nm0003031","nm0699117,nm0461409"
1993,131,"Biography,Drama,Romance",7.3,16697.0,nm0000277,nm0629933,"nm0000164,nm0271501,nm0560795"
1993,188,"Comedy,Drama",7.7,41458.0,nm0000265,"nm0142577,nm0000265,nm3004592","nm0000209,nm0001117"
1993,107,"Comedy,Family,Music",5.6,47769.0,nm0004886,"nm0397411,nm0650561,nm0189979,nm0556789",nm0400464
1993,90,"Action,Crime,Drama",7.5,15163.0,nm0950759,"nm0848826,nm0258268,nm0490622,nm0849283,nm0007139","nm0950552,nm0947447"
1993,112,"Comedy,Drama,Mystery",6.8,19365.0,nm0770961,nm0345359,"nm0000226,nm0000661,nm0005212"
1993,105,"Comedy,Drama,Romance",6.8,155560.0,nm0001188,"nm0033578,nm0001188,nm0911486","nm0000158,nm0539678"
1993,107,"Drama,Thriller",5.1,28432.0,nm0637518,"nm0505615,nm0000390","nm0000287,nm0000297"
1993,98,"Action,Thriller,War",6.1,22306.0,nm0515891,"nm0065847,nm0508052","nm0000297,nm0000708,nm0000687,nm0949237"
1993,93,"Comedy,Romance",6.4,32717.0,nm0772095,nm0289219,"nm0000196,nm0001439"
1993,114,"Drama,Mystery,Romance",6.2,18850.0,nm0000750,"nm0897045,nm0140643,nm0583292,nm0787289,nm0449576","nm0000152,nm0280890,nm0920073"
1993,95,"Comedy,Drama,Romance",5.8,17071.0,nm0711114,"nm0166767,nm0573185,nm0006997,nm0046943,nm0806416,nm0770974","nm0001736,nm0809031"
1993,94,"Action,Comedy,Crime",7.5,17235.0,nm0001429,nm0001429,"nm0001429,nm0913880,nm0441548"
1993,134,"Drama,War",7.5,30016.0,nm0005917,"nm0127321,nm0296356,nm0373893,nm0005917","nm0395850,nm0470981,nm0293695,nm0748993"
1993,102,"Action,Crime,Mystery",5.9,39625.0,nm0380705,"nm0380705,nm0438320","nm0000246,nm0001199,nm0001744"
1993,104,"Adventure,Comedy,Family",4.1,47761.0,"nm0608084,nm0417708","nm0071970,nm0750344,nm0004412","nm0001364,nm0000491,nm0000454"
1993,112,"Drama,Music",6.8,15202.0,nm0141961,nm0271061,"nm0000494,nm0000288,nm0001844"
1993,96,"Action,Adventure,Comedy",4.8,30331.0,nm0318795,"nm0247653,nm0481990,nm0318795","nm0000480,nm0934179,nm0793634"
1993,115,"Biography,Drama",7.3,45653.0,nm0001994,"nm0938326,nm0315205","nm0000134,nm0000138,nm0088098"
1993,105,"Action,Adventure,Comedy",6.4,49559.0,nm0378893,"nm0241416,nm0521739","nm0000221,nm0000662,nm0000563,nm0001624"
1993,130,"Action,Biography,Drama",7.8,122627.0,"nm0181902,nm0418883",nm0418883,"nm0000621,nm0000174,nm0000385,nm0000200"
1993,94,"Drama,Music,Mystery",7.9,85953.0,nm0001425,"nm0001425,nm0682830,nm0002140,nm0954072,nm0005744","nm0952498,nm0753666"
1993,119,"Crime,Drama,Romance",7.9,201734.0,nm0001716,"nm0000233,nm0000812","nm0000225,nm0000454,nm0000174"
1993,102,"Comedy,Drama,Romance",6.8,12473.0,nm0082300,nm0797220,"nm0000225,nm0001717"
1993,109,"Drama,Horror,Mystery",6.3,22720.0,nm0806293,"nm0469104,nm0333804","nm0000313,nm0000662"
1993,107,"Comedy,Fantasy",7.1,31421.0,nm0688585,"nm0002010,nm0688585","nm0002010,nm0000606"
1993,95,"Comedy,Music",6.2,75612.0,nm0839660,"nm0000196,nm0877425,nm0877901","nm0000196,nm0001022,nm0000686"
1993,72,"Adventure,Animation,Comedy",6.1,13267.0,"nm0957798,nm0957797,nm0920425,nm0629216","nm0788234,nm0847994","nm0000422,nm0281486"
1993,97,"Adventure,Comedy,Fantasy",4.9,12394.0,nm0458228,nm0458228,"nm0000530,nm0001738,nm0435218"
1993,118,Drama,7.8,209585.0,nm0002120,nm0373282,"nm0000136,nm0000138"
1993,118,"Biography,Drama,Music",7.3,16537.0,nm0001270,"nm0877913,nm0517064,nm0486824",nm0000401
1994,96,"Crime,Drama,Sport",6.6,13631.0,nm0689385,"nm0689385,nm0575656,nm0177875","nm0552222,nm0000637,nm0502442,nm0047223"
1994,86,Comedy,6.9,271516.0,nm0001723,"nm0077062,nm0001723,nm0000120","nm0000120,nm0005159"
1994,104,"Comedy,Music",7.4,45498.0,nm0254632,nm0254632,"nm0915989,nm0001602,nm0000654"
1994,92,"Comedy,Crime,Music",6.1,45294.0,nm0499724,nm0929186,"nm0000409,nm0000114,nm0001191,nm0000394"
1994,160,"Comedy,Romance",8.2,48200.0,nm0764316,"nm0764316,nm0795651","nm0451148,nm0006795"
1994,102,"Comedy,Family,Fantasy",6.2,28508.0,nm0213100,"nm0455510,nm0920216,nm0174823,nm0805965","nm0000418,nm0001103,nm0000502"
1994,99,"Adventure,Comedy,Crime",6.1,44476.0,nm0425957,nm0000455,"nm0001505,nm0001592,nm0355083"
1994,99,"Action,Adventure,Romance",5.2,11459.0,nm0438279,"nm0748665,nm0277393,nm0292875,nm0295271,nm0877945",
1994,104,"Action,Comedy,Crime",5.6,74491.0,nm0000484,"nm0045301,nm0677943,nm0211823","nm0000552,nm0855103,nm0871456,nm0171903"
1994,93,"Comedy,Crime,Family",5.3,18531.0,nm0906548,"nm0811414,nm0139655","nm0095176,nm0714310"
1994,121,"Action,Crime,Drama",6.3,27646.0,nm0394280,"nm0723468,nm0061337,nm0005366","nm0000313,nm0000169,nm0000978"
1994,108,"Drama,Sport",6.2,11921.0,nm0001243,nm0005421,"nm0000560,nm0000687,nm0642145"
1994,96,"Comedy,Horror,Sci-Fi",6.1,10307.0,nm0283500,"nm0654323,nm0001825","nm0000411,nm0001449,nm0810086"
1994,98,"Comedy,Crime",7.4,34709.0,nm0000095,"nm0000095,nm0569790","nm0000131,nm0001590"
1995,91,Comedy,6.0,15817.0,nm0601619,nm0601619,"nm0001006,nm0000257,nm0001629"
1994,94,"Action,Adventure,Comedy",5.9,16874.0,nm0726472,nm0726472,"nm0000221,nm0738433,nm0609215"
1994,102,"Comedy,Crime,Drama",8.1,59617.0,nm0939182,nm0939182,"nm0437580,nm0504897"
1994,116,Comedy,5.6,17791.0,nm0917992,"nm0304665,nm0541632,nm0000345","nm0000345,nm0001588,nm0827663,nm0001484"
1994,141,"Action,Crime,Drama",6.9,87246.0,nm0637518,"nm0002007,nm0829329,nm0001873,nm0587518","nm0000148,nm0000353,nm0021835"
1994,92,Comedy,7.7,208882.0,nm0003620,nm0003620,"nm0641168,nm0026879"
1994,119,"Crime,Drama,Mystery",6.8,58428.0,nm0001708,"nm0001300,nm0326040,nm0315205","nm0000169,nm0000605"
1994,121,"Mystery,Romance,Thriller",5.2,22326.0,nm0750701,"nm0712753,nm0152466","nm0000246,nm0001952"
1994,115,"Comedy,Drama,Romance",6.6,12069.0,nm0625458,nm0625458,nm0000501
1994,102,"Action,Drama,Fantasy",7.6,163187.0,nm0001639,"nm0639335,nm0775017,nm0794326","nm0000488,nm0000699,nm0001368"
1994,119,"Biography,Comedy,Documentary",8.0,18088.0,nm0959062,\N,
1994,106,"Comedy,Drama,Family",6.1,35501.0,nm0918873,nm0109359,"nm0000389,nm0875951,nm0747962"
1993,178,"Action,Drama,Romance",7.8,21691.0,nm0007181,"nm0409790,nm0796503","nm0219971,nm0451321,nm0451600"
1994,103,"Drama,Mystery,Thriller",7.3,21996.0,nm0000591,"nm0233557,nm0947913","nm0001426,nm0934179"
1994,105,"Comedy,Horror",7.2,19456.0,nm0811714,"nm0778554,nm0739744","nm0000391,nm0352847,nm0461658"
1994,128,"Drama,Thriller",6.1,45352.0,nm0001469,"nm0000341,nm0001921","nm0000140,nm0000661"
1995,132,"Crime,Drama,Mystery",7.4,37891.0,nm0000431,"nm0000175,nm0006904",nm0001626
1994,101,"Action,Adventure,Thriller",5.6,18906.0,nm0000824,"nm0341389,nm0543619,nm0058302,nm0084090","nm0000648,nm0000997,nm0005052"
1994,107,Comedy,7.3,346465.0,"nm0268370,nm0268380","nm0268380,nm0947395,nm0268370","nm0000120,nm0001099,nm0823563"
1994,100,"Action,Drama",7.2,12826.0,nm0939182,"nm0149222,nm0939182","nm0002000,nm0504897"
1994,127,"Biography,Comedy,Drama",7.8,162673.0,nm0000318,"nm0340674,nm0018735,nm0438989","nm0000136,nm0001445"
1994,103,Drama,7.0,17557.0,nm0000382,nm0000382,"nm0339304,nm0000480,nm0001528"
1994,91,"Comedy,Family,Fantasy",4.9,74218.0,nm0505152,"nm0662678,nm0421084,nm0211823","nm0000422,nm0001548"
1994,142,"Drama,Romance",8.8,1748675.0,nm0000709,"nm0343165,nm0744839","nm0000158,nm0000641"
1994,117,"Comedy,Drama,Romance",7.0,135473.0,nm0001565,nm0193485,"nm0000424,nm0281424,nm0001003"
1994,123,"Drama,Horror,Romance",6.4,50173.0,nm0000110,"nm0791217,nm0480641,nm0001104","nm0000134,nm0000110,nm0001371"
1994,114,"Crime,Drama,Thriller",7.6,11888.0,nm0945026,nm0945026,"nm0625735,nm0002064,nm0000168"
1994,115,"Action,Adventure,Crime",5.8,16764.0,nm0002044,"nm0860292,nm0001353,nm0427468","nm0000285,nm0000514,nm0000249"
1994,113,Comedy,6.3,12641.0,nm0528718,"nm0304665,nm0541632","nm0000150,nm0000018"
1994,96,"Comedy,Drama",6.2,15319.0,nm0933505,"nm0933505,nm0868242","nm0000115,nm0671721,nm0001902"
1994,99,"Biography,Crime,Drama",7.3,57992.0,nm0001392,"nm0909638,nm0001392",
1995,100,"Comedy,Drama,Family",6.7,24629.0,nm0109359,"nm0031976,nm0109359","nm0569711,nm0777125,nm0001774,nm0325762"
1994,119,"Animation,Comedy,Drama",7.3,23615.0,nm0847223,"nm0594503,nm0847223","nm1525033,nm1228447,nm0586524"
1994,99,"Action,Fantasy,Romance",4.5,19515.0,nm0602452,"nm0927074,nm0592436,nm0659949,nm0645017,nm0544528","nm0000483,nm0005522,nm0538683"
1994,170,"Documentary,Drama,Sport",8.3,23852.0,nm0416945,"nm0416945,nm0555610",
1994,111,"Comedy,Drama,Fantasy",7.2,75698.0,"nm0001054,nm0001053","nm0001053,nm0001054,nm0000600","nm0000209,nm0000056,nm0001164"
1994,206,"Comedy,Drama,Musical",7.5,18295.0,nm0054744,nm0054744,"nm0006795,nm0046894"
1994,133,"Drama,War",8.3,15485.0,nm0955443,"nm0523760,nm0950500","nm0311212,nm0069994,nm0422640"
1994,123,"Action,Comedy,Romance",5.3,11267.0,nm0796124,"nm0583600,nm0796124","nm0000560,nm0007210,nm0714310"
1994,100,"Comedy,Romance",6.2,23217.0,nm0770961,"nm0106563,nm0498775","nm0000209,nm0000527,nm0414279"
1994,121,"Biography,Drama,Music",7.4,22740.0,nm0741262,nm0741262,"nm0000198,nm0469103"
1994,91,"Comedy,War",5.0,12536.0,nm0677943,"nm0951599,nm0119542,nm0289219,nm0442190,nm0471217,nm0677943,nm0046943,nm0806416","nm0001736,nm0004873,nm0004979"
1994,123,"Drama,Horror",7.6,288531.0,nm0001403,nm0723351,"nm0000093,nm0000129,nm0000104"
1994,101,"Comedy,Drama,Romance",6.4,34623.0,nm0000921,nm0026862,"nm0000115,nm0682495"
1994,103,"Action,Drama",7.5,21951.0,nm0150906,"nm0150906,nm0948137","nm0001472,nm0157785,nm0159435"
1994,111,"Adventure,Family,Romance",6.0,16046.0,nm0814085,"nm0456017,nm0946244,nm0312264,nm0814085,nm0946245","nm0001462,nm0000144,nm0000554"
1994,109,"Comedy,Romance,Sci-Fi",4.6,63850.0,nm0718645,"nm0905458,nm0175620","nm0000216,nm0000362,nm0001449"
1994,158,"Comedy,Drama,Music",7.8,16945.0,nm0787453,"nm1583603,nm0438499,nm0787453","nm0451321,nm0863120"
1993,96,"Crime,Thriller",6.5,19422.0,nm0000812,nm0000812,"nm0000655,nm0713327,nm0150073"
1994,110,"Crime,Drama,Romance",7.0,20404.0,nm0001093,nm0052964,"nm0000916,nm0000597,nm0713552"
1994,133,"Drama,Romance,War",7.6,144165.0,nm0001880,"nm0793463,nm0937074,nm0365659","nm0000093,nm0000164,nm0001644"
1994,88,"Adventure,Animation,Drama",8.5,913858.0,"nm0021249,nm0591450","nm0575293,nm0731271,nm0941314,nm0560329,nm0424556,nm0177170,nm0258059,nm0309128,nm0873779,nm0135296,nm0363125,nm0460146,nm0761498,nm0004552,nm0500858,nm0710020,nm0538588,nm0326814,nm0322368,nm0442483,nm0020599,nm0780117,nm0854185,nm0873092,nm0879318,nm0901038,nm0936374,nm0925276,nm0152312","nm0000111,nm0000460,nm0000469"
1994,107,"Comedy,Family,Sport",6.4,25314.0,nm0242271,"nm0272464,nm0787768,nm0842476,nm0325271","nm0001548,nm0642145,nm0001701"
1994,82,"Comedy,Family,Romance",6.3,41942.0,nm0790715,"nm0790715,nm0938774,nm0779592,nm0345488,nm0563397","nm0853779,nm0355379,nm0940673"
1994,115,"Drama,Family,Romance",7.3,49986.0,nm0000788,"nm0017301,nm0842523",
1994,110,"Action,Crime,Drama",8.5,1003839.0,nm0000108,nm0000108,"nm0000606,nm0000198,nm0000732"
1994,110,"Biography,Comedy,Drama",7.2,15063.0,nm0405336,nm0003141,"nm0001329,nm0001291"
1994,105,"Comedy,Sport",5.6,24638.0,nm0911486,"nm0911486,nm0829739,nm0662678,nm0421084","nm0000221,nm0000297,nm0000929,nm0371660"
1995,95,"Adventure,Comedy,Family",6.3,29921.0,nm0145309,"nm0175080,nm0608658,nm0731679,nm0799875,nm0520893,nm0001834,nm0002651","nm0001834,nm0000461,nm0081759,nm0086379"
1994,101,"Action,Comedy,Crime",6.9,337409.0,nm0751080,"nm0266430,nm0894156,nm0108273","nm0000120,nm0726200,nm0338886"
1994,127,"Action,Adventure,Comedy",7.0,99595.0,nm0001149,"nm0400403,nm0001279","nm0000154,nm0001258,nm0001295"
1994,110,"Comedy,Romance",5.6,11231.0,nm0000907,nm0560469,"nm0000438,nm0141824,nm0000532"
1994,114,"Family,Fantasy",6.5,30604.0,nm0562645,"nm0204016,nm0780833,nm0000455","nm0000277,nm0001518,nm0000687"
1994,97,"Comedy,Drama",5.5,10151.0,nm0001188,"nm0001188,nm0258286","nm0000188,nm0458951,nm0001439"
1994,106,"Comedy,Drama",7.2,34362.0,nm0389591,nm0389591,nm0402730
1994,90,"Comedy,Romance",5.5,10361.0,nm0591171,"nm0491671,nm0891554,nm0676361","nm0000367,nm0416390"
1994,99,"Comedy,Drama,Family",5.3,18016.0,nm0956052,"nm0253214,nm0468293","nm0000101,nm0639432"
1994,83,"Comedy,Crime",6.5,94897.0,nm0781842,"nm0698493,nm0001878,nm0516598,nm0000720,nm0958387","nm0000558,nm0001421,nm0001740"
1994,107,"Horror,Thriller",7.2,14834.0,nm0097079,nm0097079,"nm0182666,nm0091035"
1994,118,"Action,Crime,Drama",7.3,211934.0,nm0000231,"nm0000233,nm0892705,nm0752116,nm0000231","nm0000437,nm0001744,nm0001098"
1994,112,Drama,6.5,26795.0,nm0000776,"nm0359613,nm0629933","nm0000553,nm0508844"
1994,95,"Adventure,Comedy,Family",3.2,10519.0,nm0003423,"nm0006639,nm0003369,nm0256779","nm0725284,nm0085312"
1994,107,"Action,Drama,Family",4.4,24723.0,nm0128883,"nm0436543,nm0497828","nm0001552,nm0000461"
1994,118,"Action,Drama,Sci-Fi",6.1,18239.0,nm0132709,"nm0379044,nm0310920,nm0343403","nm0000501,nm0000448,nm0934179,nm0001143"
1994,110,"Comedy,Drama",7.4,18006.0,nm0000914,"nm0751720,nm0000914","nm0000056,nm0000246"
1994,87,"Adventure,Comedy,Drama",4.5,13038.0,nm0001661,"nm0958993,nm0770650","nm0000704,nm0000246,nm0004517"
1994,101,"Action,Adventure,Thriller",4.6,21782.0,nm0000219,"nm0395288,nm0751547","nm0000219,nm0000323,nm0001525"
1994,102,"Crime,Drama",7.9,30855.0,nm0848414,"nm0114526,nm0240357","nm0607325,nm0032810"
1994,109,"Comedy,Romance",6.5,20125.0,nm0422484,nm0236884,"nm0000375,nm0021835"
1994,79,Comedy,6.6,11829.0,nm0000952,"nm0498963,nm0672015","nm0005315,nm0949385,nm0269463"
1994,80,"Adventure,Animation,Comedy",6.1,20602.0,"nm0002653,nm0402563","nm0456946,nm0143129,nm0176497","nm0000346,nm0000502,nm0397940"
1994,112,"Comedy,Drama",6.6,12659.0,nm0000165,"nm0462895,nm0462898","nm0000474,nm0000380"
1994,83,"Comedy,Crime",3.6,31233.0,nm0582635,"nm0411477,nm0698493,nm0205307,nm0158749","nm0047265,nm0310960,nm0935498,nm0333701"
1994,108,"Biography,Comedy,Drama",7.7,32733.0,"nm0705535,nm0873385","nm0805073,nm0769249,nm0769250,nm0667657,nm0705535,nm0873385","nm0873385,nm0634159,nm0769237"
1994,113,"Drama,War",8.0,13546.0,nm0541391,nm0541391,"nm0784884,nm0171499,nm0430847"
1994,133,"Comedy,Drama",5.1,14166.0,nm0000265,"nm0000265,nm0795694","nm0000052,nm0144045"
1994,154,"Crime,Drama",8.9,1774104.0,nm0000233,"nm0000233,nm0000812","nm0000237,nm0000168,nm0000246"
1994,133,"Biography,Drama,History",7.5,63423.0,nm0000602,"nm0001921,nm0329544","nm0000146,nm0001806,nm0001555,nm0006890"
1994,99,"Comedy,Drama,Romance",6.6,44931.0,nm0001774,nm0157536,"nm0000160,nm0001872"
1994,96,"Comedy,Crime,Drama",6.9,22858.0,nm0001130,"nm0919087,nm0481418","nm0001459,nm0000228,nm0826198"
1994,159,"Biography,Drama,History",7.4,15986.0,nm0161717,"nm0241416,nm0860019,nm0161717","nm0000809,nm0000767,nm0001641"
1994,128,"Comedy,Drama",6.2,16419.0,nm0001508,nm0122950,"nm0000362,nm0002138,nm0001664,nm0000893"
1995,87,"Comedy,Horror,Thriller",3.3,19449.0,nm0377066,"nm0377066,nm0001361","nm0000190,nm0413210"
1994,95,"Comedy,Family",5.4,62251.0,nm0677953,"nm0866063,nm0662678,nm0421084","nm0000346,nm0001346,nm0488662"
1994,111,"Adventure,Crime,Thriller",6.4,40448.0,nm0000436,nm0642137,"nm0000102,nm0000657,nm0001515"
1994,118,"Comedy,Drama",5.9,11234.0,nm0000570,"nm0102339,nm0000570","nm0000164,nm0000111,nm0000131"
1994,97,"Comedy,Drama,Family",6.5,92085.0,nm0664756,"nm1080144,nm0748874","nm0000741,nm0001662,nm0005156"
1994,95,"Comedy,Crime,Thriller",6.8,26289.0,nm0000691,nm0000691,"nm0001832,nm0000498"
1994,108,"Action,Adventure,Crime",6.1,22901.0,nm0611683,"nm0317212,nm0462895","nm0000285,nm0518821,nm0001967"
1994,89,"Crime,Thriller",7.3,55666.0,nm0000965,nm0388076,"nm0001172,nm0000191,nm0832792"
1994,142,Drama,9.3,2270157.0,nm0001104,"nm0000175,nm0001104","nm0000209,nm0000151,nm0348409,nm0006669"
1994,110,"Action,Drama,Thriller",5.6,61363.0,nm0515891,"nm0794326,nm0785311","nm0000230,nm0000249,nm0001768"
1994,116,"Action,Adventure,Thriller",7.2,321207.0,nm0000957,nm0003662,"nm0000206,nm0000454,nm0608012"
1994,118,"Action,Adventure,Mystery",6.6,74665.0,nm0141222,"nm0734472,nm0075834,nm0601822,nm0103804","nm0001772,nm0000638,nm0000532,nm0000408"
1994,116,"Action,Adventure,Sci-Fi",7.1,172115.0,nm0000386,"nm0002041,nm0000386","nm0000621,nm0000652,nm0001109"
1994,102,"Action,Adventure,Comedy",4.0,64753.0,nm0211823,nm0211823,"nm0000241,nm0000471,nm0152082"
1994,96,"Action,Adventure,Crime",6.2,10348.0,nm0225416,nm0077171,"nm0000442,nm0001384,nm0001165,nm0000997"
1994,93,"Animation,Comedy,Family",6.4,22202.0,nm0723704,"nm0723704,nm1270819","nm0001588,nm0569294"
1994,102,"Action,Mystery,Romance",5.5,12585.0,nm0764776,nm0878638,"nm0000221,nm0001254,nm0001520"
1994,89,"Comedy,Drama,Romance",6.3,12413.0,nm0281598,nm0281598,"nm0001038,nm0000286"
1994,86,"Animation,Family,Fantasy",6.4,14937.0,"nm0089940,nm0325776","nm0026153,nm0089940","nm0408189,nm0174581"
1994,99,"Action,Crime,Sci-Fi",5.9,54525.0,nm0001382,"nm0894156,nm0724700","nm0000241,nm0798779,nm0569226"
1994,111,"Adventure,Comedy,Crime",6.0,12030.0,nm0303032,nm0303032,"nm0000115,nm0001484,nm0001022,nm0795711"
1994,99,"Drama,Mystery,Romance",8.1,87183.0,nm0001425,"nm0001425,nm0682830,nm0002140,nm0460058,nm0489995,nm0954072","nm0004462,nm0521051"
1994,141,"Action,Comedy,Thriller",7.2,232082.0,nm0000116,"nm0956022,nm0584770,nm0436687,nm0000116","nm0000216,nm0000792,nm0000200"
1994,92,"Comedy,Drama,Romance",7.6,61517.0,nm0001425,"nm0001425,nm0682830,nm0002140,nm0954072,nm0460058,nm0489995","nm0952498,nm0301515,nm0836136"
1994,102,"Action,Comedy",7.6,42171.0,"nm0514906,nm0000329","nm0849282,nm0867246,nm0950699,nm0212933","nm0000329,nm0657064,nm0862479"
1994,135,"Drama,History,War",7.9,14011.0,nm0586482,"nm0586482,nm0406534","nm0586482,nm0579823"
1994,126,Drama,6.8,11848.0,nm0000816,nm0574830,"nm0000704,nm0000126"
1994,112,"Fantasy,Horror,Mystery",6.4,49658.0,nm0000127,nm0000127,"nm0000387,nm0204794,nm0400816"
1994,126,"Drama,Romance",6.6,19878.0,nm0001502,"nm0060103,nm0291253",nm0000412
1994,101,"Comedy,Drama",6.7,13018.0,nm0450194,nm0557895,"nm0000582,nm0000409,nm0001131"
1994,125,"Drama,Horror,Romance",6.2,51511.0,nm0001566,"nm0365659,nm0834338","nm0000197,nm0000652"
1994,191,"Adventure,Biography,Crime",6.7,44433.0,nm0001410,"nm0330108,nm0001410","nm0000126,nm0000598,nm0000432,nm0028625"
1994,124,"Comedy,Drama,Romance",7.8,18063.0,nm0000487,"nm0000487,nm0770005,nm0910924",nm0485950
1995,90,"Adventure,Comedy,Crime",6.4,198500.0,nm0644203,"nm0077062,nm0644203","nm0000120,nm0573862,nm0001003,nm0264330"
1995,114,"Comedy,Drama,Romance",6.8,50758.0,nm0001661,nm0815070,"nm0000140,nm0000640,nm0000150"
1995,140,"Adventure,Drama,History",7.6,261494.0,nm0000165,"nm0522554,nm0460200,nm0115310,nm0718031","nm0000158,nm0000200,nm0000102,nm0000641"
1995,132,"Action,Crime,Thriller",6.3,76231.0,nm0001149,"nm0905152,nm0905154,nm0001338","nm0000230,nm0000104,nm0205863"
1995,91,"Comedy,Drama,Family",6.8,114728.0,nm0003088,"nm0455404,nm0004306,nm0003088",nm0000342
1995,119,"Action,Comedy,Crime",6.9,234426.0,nm0000881,"nm0057398,nm0611848,nm0724514,nm0303032","nm0000226,nm0001454,nm0848075"
1995,78,"Adventure,Animation,Drama",7.1,38798.0,nm0920425,"nm0748429,nm0504327,nm0169325,nm0776107","nm0000102,nm0001364,nm0191906"
1995,102,"Biography,Crime,Drama",7.3,99631.0,nm0436284,"nm0140860,nm0326734","nm0000138,nm0534944"
1995,121,"Action,Adventure",5.4,230975.0,nm0001708,"nm0004170,nm0060761,nm0060760,nm0326040","nm0000174,nm0000169,nm0000120"
1995,101,"Drama,Romance",8.1,261233.0,nm0000500,"nm0000500,nm0471811","nm0000160,nm0702541"
1995,89,Comedy,6.4,128225.0,nm0205542,"nm0379056,nm0001191","nm0001191,nm0569000,nm0925966"
1995,141,"Drama,Musical,Romance",8.1,10974.0,nm0711745,"nm0711745,nm1391608","nm0841552,nm0621937"
1995,115,"Comedy,Drama",6.5,11595.0,nm0006889,nm0740400,nm0000190
1995,90,Comedy,6.0,20246.0,nm0858525,"nm0777442,nm0253214,nm0178769,nm0877425,nm0877901","nm0170550,nm0055549"
1995,178,"Biography,Drama,History",8.3,939363.0,nm0000154,nm0908824,"nm0000154,nm0001526,nm0005171"
1995,135,"Drama,Romance",7.6,70871.0,nm0000142,"nm0481418,nm0909077","nm0000142,nm0805789"
1995,95,"Horror,Thriller",5.3,10188.0,nm0174374,"nm0000850,nm0712444,nm0472600","nm0865302,nm0641640,nm0638056"
