startYear,runtimeMinutes,genres,averageRating,numVotes,directors,writers,nconst
1918,45,"Comedy,Romance",6.9,1227.0,nm0523932,"nm0473134,nm0523932","nm0324506,nm0797728,nm0418131"
1919,166,"Drama,Horror,War",7.7,1408.0,nm0304098,nm0304098,"nm0431069,nm0221298,nm0786313"
1920,76,"Fantasy,Horror,Mystery",8.1,55301.0,nm0927468,"nm0562346,nm0417917","nm0470328,nm0891998,nm0270415"
1919,116,"Adventure,Drama",7.0,1712.0,nm0001124,"nm0534221,nm0057381","nm0576762,nm0731623,nm0369058,nm0128954"
1919,66,"Comedy,Fantasy",7.4,1657.0,nm0523932,"nm0006782,nm0473134,nm0523932,nm0932559","nm0858164,nm0418131,nm0472174"
1919,81,"Adventure,Western",6.6,1042.0,nm0000485,nm0000485,"nm0212234,nm0313308"
1919,87,"Comedy,Drama,Romance",7.0,1597.0,nm0000428,nm0294026,"nm0366008,nm0383278,nm0269493"
1920,167,Drama,6.7,1077.0,nm0003433,"nm0406094,nm0179740,nm0003433","nm0583207,nm0632898,nm0388713,nm0856745,nm0375250"
1920,69,"Drama,Horror,Sci-Fi",7.0,4717.0,nm0731910,"nm0829044,nm0073238,nm0838370,nm0928492","nm0000858,nm0403582,nm0485274"
1920,76,"Fantasy,Horror",7.2,6483.0,"nm0917467,nm0091380","nm0301961,nm0917467","nm0917467,nm0826210,nm0222074"
1920,73,"Action,Adventure,Drama",6.7,1097.0,"nm0113284,nm0869665","nm0178126,nm0227062","nm0000891,nm0741182"
1920,79,"Adventure,Romance,Western",7.1,2131.0,nm0629243,"nm0191547,nm0001196,nm1491939","nm0001196,nm0571770,nm0001935"
1920,90,"Crime,Drama,Horror",7.4,1993.0,nm0941637,"nm0606563,nm0448981,nm0518844","nm0165134,nm0556769,nm0151606"
1920,94,"Comedy,Drama,Horror",7.2,1024.0,nm0003433,"nm0003433,nm0418114","nm0862321,nm0753885,nm0042014,nm0375838"
1920,77,Comedy,6.1,1390.0,"nm0085133,nm0810367","nm0397167,nm0544579,nm0558923,nm0810367","nm0423424,nm0175067,nm0018393"
1920,145,"Drama,Romance",7.4,4942.0,nm0000428,"nm0662461,nm0103755,nm0342604,nm0446189,nm0000428","nm0001932,nm0792514"
1920,90,"Comedy,Drama",6.7,1318.0,nm0001124,"nm0697880,nm0210352,nm0184632","nm0576762,nm0467185"
1920,79,"Drama,Romance",6.3,2445.0,nm0584778,nm0584778,"nm0823284,nm0749281,nm0155477,nm0810349,nm0524096"
1921,75,"Crime,Drama,Mystery",6.8,1035.0,nm0941637,"nm0606563,nm0927851","nm0369058,nm0151606,nm0101071,nm0456645"
1921,117,"Comedy,Drama",6.6,1207.0,nm0001124,"nm0774217,nm0534221","nm0717468,nm0731623"
1921,79,"Comedy,Drama,Romance",7.0,1022.0,nm0523932,"nm0473134,nm0523932","nm0418131,nm0373928,nm0225905,nm0858164"
1921,150,"Drama,Romance,War",7.2,3047.0,nm0002271,"nm0087658,nm0558923","nm0884388,nm0134251,nm0842522"
1921,68,"Comedy,Drama,Family",8.3,108411.0,nm0000122,nm0000122,"nm0088471,nm0000122,nm0001067,nm0588033,nm0042317,nm0074788,nm0080930"
1921,107,"Drama,Fantasy,Horror",8.1,9997.0,nm0803705,"nm0481248,nm0803705","nm0043509,nm0803705,nm0841061,nm0917912"
1921,97,"Drama,Fantasy,Thriller",7.7,5069.0,nm0000485,"nm0000485,nm0902376","nm0324553,nm0418079,nm0827905"
1921,150,"Drama,History,Romance",7.4,4664.0,nm0000428,"nm0257866,nm0180077,nm0000428","nm0771584,nm0521310"
1921,75,"Crime,Drama,Horror",6.2,1380.0,nm0003638,"nm0833695,nm0562346","nm0466232,nm0576464,nm0367111"
1921,86,"Adventure,Drama,Romance",6.4,3043.0,nm0577654,"nm0401423,nm0441601","nm0124918,nm0884388,nm0905729"
1921,99,Drama,6.8,1721.0,nm0454771,"nm0378947,nm0332539,nm0454771","nm0001932,nm0507861,nm0868458"
1922,80,"Drama,Romance",6.7,2215.0,nm0939992,"nm0323325,nm0192325","nm0884388,nm0290066"
1922,80,"Drama,Romance,Sport",6.4,1232.0,"nm0002188,nm0629243","nm0087658,nm0193704,nm0558923","nm0884388,nm0925118"
1922,60,"Comedy,Romance",7.1,1191.0,"nm0628345,nm0853130","nm0730018,nm0853130,nm0369841,nm0907778,nm0188274","nm0516001,nm0697674,nm0562805"
1922,242,"Crime,Mystery,Thriller",7.9,7239.0,nm0000485,"nm0415167,nm0000485,nm0902376","nm0459030,nm0002154"
1922,117,"Drama,Thriller",7.0,3060.0,nm0002233,"nm0002233,nm0014703,nm0031033",nm0160129
1922,60,"Comedy,Family",7.0,1612.0,nm0628345,"nm0730018,nm0853130,nm0369841,nm0907778,nm0188274,nm0516001","nm0516001,nm0828897"
1922,91,"Fantasy,History,Horror",7.7,11721.0,nm0159725,nm0159725,nm0159725
1922,78,Documentary,7.6,10533.0,nm0280904,"nm0280878,nm0280904","nm1354245,nm0020180"
1922,94,"Fantasy,Horror",7.9,86313.0,nm0003638,"nm0301961,nm0831290","nm0775180,nm0334603,nm0903194"
1922,125,"Drama,Romance",6.9,1521.0,nm0003638,"nm0369458,nm0902376,nm0903145","nm0002154,nm0903145"
1922,143,"Adventure,Family,Romance",7.2,1970.0,nm0245385,"nm0001196,nm0202617,nm0245385,nm0461241,nm0940689","nm0000891,nm0208659,nm0225469"
1923,87,"Drama,Romance",7.5,1096.0,nm0258477,"nm0258477,nm0258506","nm0537222,nm0885965,nm0070762"
1923,68,"Comedy,Romance",6.6,1066.0,nm0428059,"nm0566338,nm0784407","nm0336339,nm0629589"
1924,183,"Drama,Romance",7.1,1081.0,nm0830249,"nm0405147,nm0481248,nm0830249","nm0361319,nm0774563"
1923,133,"Drama,Horror,Romance",7.3,4696.0,nm0941637,"nm0401076,nm0790622,nm0522871,nm0730929","nm0151606,nm0449908"
1923,65,"Comedy,Romance,Thriller",7.8,9850.0,"nm0090007,nm0000036","nm0369841,nm0115669,nm0593477","nm0000036,nm0444172,nm0731247"
1923,47,Comedy,7.4,4196.0,nm0000122,nm0000122,"nm0881022,nm0000122,nm0152260,nm0718466,nm0718469,nm0615306,nm0841501"
1923,418,Drama,7.4,1877.0,nm0304098,nm0304098,"nm0336414,nm0536252,nm0879412,nm0786313"
1923,74,"Action,Comedy,Thriller",8.1,17720.0,"nm0628345,nm0853130","nm0730018,nm0853130,nm0924065,nm0907778,nm0369841,nm0516001","nm0516001,nm0835128,nm0949927"
1923,136,"Biography,Drama,Fantasy",6.8,1905.0,nm0001124,nm0534221,"nm0731623,nm0211191"
1923,63,Comedy,7.1,3926.0,"nm0000036,nm0166836","nm0115669,nm0593477,nm0369841,nm0000036","nm0000036,nm0000891,nm0731247"
1924,65,"Fantasy,Horror",6.6,1680.0,"nm0083532,nm0501902",nm0301961,"nm0417837,nm0891998,nm0470328,nm0226189"
1923,63,"Adventure,Comedy,Family",7.4,1527.0,"nm0853130,nm0628345","nm0853130,nm0928514,nm0924065,nm0907778","nm0516001,nm0007539,nm0397907"
1923,82,"Drama,Romance",7.0,4713.0,nm0000122,nm0000122,"nm0312238,nm0588033,nm0294058,nm0579663"
1924,111,"Adventure,Drama,Fantasy",6.6,2290.0,nm0698839,"nm0265777,nm0652974,nm0866238","nm0407970,nm0874941,nm0060693"
1924,87,"Comedy,Romance",7.7,3017.0,"nm0628345,nm0853130","nm0853130,nm0928514,nm0924065,nm0336984,nm0516001","nm0516001,nm0200068,nm0341134"
1924,95,"Drama,Romance,Thriller",7.8,3020.0,nm0803705,"nm0028916,nm0933133,nm0803705,nm0014703","nm0151606,nm0318105"
1924,53,Comedy,7.2,1207.0,"nm0628345,nm0853130","nm0853130,nm0340599,nm0924065,nm0336984","nm0516001,nm0828897"
1924,150,"History,Romance,Western",7.2,1891.0,nm0000406,"nm0448981,nm0751246,nm0201544","nm0639563,nm0119957,nm0149477"
1924,77,Drama,8.1,12046.0,nm0003638,nm0562346,"nm0417837,nm0384897"
1924,85,Comedy,7.2,1057.0,nm0523932,"nm0075960,nm0773083","nm0616729,nm0089524,nm0354878,nm0579663"
1924,93,"Drama,Romance",7.1,1532.0,nm0003433,"nm0051911,nm0902376,nm0003433","nm0805790,nm0159725,nm0615407"
1924,59,"Action,Comedy,Romance",7.7,8826.0,"nm0187981,nm0000036","nm0115669,nm0593477,nm0369841","nm0000036,nm0089162,nm0123548"
1924,129,"Adventure,Drama,Fantasy",8.0,3844.0,nm0000485,nm0902376,"nm0084430,nm0519765,nm0611052"
1924,143,"Adventure,Drama,Fantasy",8.1,5059.0,nm0000485,"nm0000485,nm0902376","nm0725332,nm0519765"
1924,92,"Crime,Horror,Mystery",7.1,2198.0,nm0927468,"nm0626326,nm0719165","nm0891998,nm0823731,nm0039489"
1924,59,Sci-Fi,7.2,1535.0,nm0163229,nm0163229,"nm0553331,nm0989809,nm0699522"
1924,45,"Action,Comedy,Romance",8.2,39318.0,nm0000036,"nm0369841,nm0593477,nm0115669","nm0000036,nm0444172,nm0175068"
1925,82,Drama,7.6,6852.0,nm0001178,"nm0017893,nm0001178,nm0470402,nm0687244","nm0017893,nm0795500,nm0327150,nm0412045"
1924,155,"Adventure,Family,Fantasy",7.7,5443.0,nm0909825,"nm0940689,nm0001196,nm0008280,nm0640884","nm0001196,nm0250366,nm0067634"
1926,80,"Adventure,Animation,Family",7.8,5226.0,"nm0002569,nm0718201",nm0718201,
1925,151,"Drama,Romance,War",7.9,6074.0,"nm0384276,nm0896542","nm0821716,nm0066946,nm0267868,nm0896542","nm0318105,nm0098376"
1925,75,"Drama,History,Thriller",8.0,51606.0,nm0001178,"nm0012810,nm0001178,nm0017893,nm0038595,nm0872308","nm0031446,nm0058290,nm0017893,nm0090434"
1925,111,Drama,7.1,1693.0,nm0003433,"nm0003433,nm0727484",nm0583207
1925,73,"Action,Comedy,Drama",6.6,1712.0,nm0113284,"nm0701090,nm0547938,nm0473134","nm0884388,nm0176302"
1925,77,"Comedy,Family,Romance",7.5,4865.0,"nm0853130,nm0628345","nm0853130,nm0928514,nm0340599,nm0924065,nm0336984,nm0516001","nm0516001,nm0070757,nm0026849"
1925,125,Drama,7.2,1346.0,nm0655065,"nm0079278,nm0352026,nm1680388",nm0470328
1925,69,"Comedy,Western",7.2,3683.0,nm0000036,"nm0000036,nm0623640,nm0134252","nm0000036,nm0874124,nm0860617"
1925,95,"Adventure,Comedy,Drama",8.2,96919.0,nm0000122,nm0000122,"nm1027682,nm0000122,nm0841501,nm0615306,nm0074788,nm0906618,nm1033900"
1924,140,"Drama,Thriller,Western",8.1,8861.0,nm0002233,"nm0558923,nm0002233,nm0635805,nm0267868","nm0332998,nm0380965"
1935,81,"Comedy,Family,Musical",7.1,1400.0,nm0124877,"nm0175902,nm0426531,nm0124877","nm0000859,nm0517099"
1925,106,"Adventure,Fantasy,Thriller",7.0,4505.0,nm0398464,"nm0236279,nm0265572","nm0000891,nm0400763,nm0832011"
1925,137,"Drama,Romance",7.3,2121.0,nm0002233,"nm0002233,nm0322227,nm0529618,nm0825551,nm0014703","nm0318105,nm0195460"
1925,93,Horror,7.6,16193.0,"nm0432216,nm0151606,nm0480677,nm0781292","nm0503693,nm0031033,nm0165470,nm0566338,nm0566439,nm0715723,nm0775419,nm0908831,nm1541473","nm0151606,nm0449908,nm0136886"
1925,75,"Drama,Romance",6.0,2099.0,nm0000033,"nm0054123,nm0822627","nm0541766,nm0835738"
1925,56,"Comedy,Romance",7.9,8894.0,nm0000036,"nm0576362,nm0115669,nm0369841,nm0593477","nm0000036,nm0055797,nm0250366"
1925,86,"Crime,Drama,Romance",7.2,1609.0,nm0115218,"nm0730317,nm0950150","nm0151606,nm0601596,nm0572142"
1925,81,"Adventure,Comedy,Family",5.1,1392.0,nm0783865,"nm0000875,nm0062091,nm0497736,nm0783865","nm0614879,nm0001316"
1926,90,"Drama,Romance",7.0,1044.0,nm0896542,"nm0754581,nm0267913,nm0014703","nm0318105,nm0195460,nm0069373"
1926,77,"Action,Comedy,Romance",7.1,2798.0,nm0000036,"nm0809548,nm0090213,nm0807667,nm0623640,nm0109209,nm0577650","nm0000036,nm0250366,nm0417012"
1925,143,"Adventure,Drama,Romance",7.8,7038.0,"nm0629243,nm0102643,nm0127511,nm0169905,nm0002271","nm0908753,nm0558923,nm0933133,nm0385012,nm0129721","nm0003895,nm0124279"
1926,88,"Action,Adventure",7.1,1654.0,nm0662032,"nm0001196,nm0192325","nm0001196,nm0187981"
1926,95,"Drama,Romance",7.3,1427.0,nm0896542,"nm0208691,nm0613860,nm0175902,nm0191956","nm0318105,nm0368421"
1926,85,"Action,Drama,Romance",6.2,1399.0,nm0176699,"nm0949995,nm0829330,nm0950224,nm0267868","nm0354313,nm0681927,nm0124287"
1926,107,"Drama,Fantasy,Horror",8.1,13551.0,nm0003638,"nm0369458,nm0477515,nm0324473","nm0252472,nm0417837"
1926,112,"Drama,Romance",7.6,3895.0,nm0113284,"nm0322227,nm0837183,nm0014703,nm0473134,nm0756226","nm0318105,nm0361319"
1926,58,"Action,Comedy,Romance",7.5,1397.0,nm0853130,"nm0928514,nm0340599,nm0115669,nm0817809","nm0516001,nm0949927,nm0556769"
1926,70,"Drama,Thriller",7.4,2721.0,nm0455938,"nm0442704,nm0455938,nm0409467,nm2396540,nm1273449","nm0409298,nm0625989"
1927,68,"Crime,Drama,Mystery",7.3,9952.0,nm0000033,"nm0523269,nm0822627,nm0000033","nm0637040,nm0156241"
1926,89,Drama,7.6,2427.0,nm0699877,"nm0331003,nm0953515","nm0060693,nm0158297"
1927,153,"Drama,Sci-Fi",8.3,155467.0,nm0000485,"nm0902376,nm0000485","nm0002154,nm0297054,nm0459030"
1926,115,Drama,7.7,1538.0,nm0803705,"nm0370426,nm0547966","nm0361319,nm0910400,nm0199322"
1926,68,"Adventure,Drama,Romance",6.6,1774.0,nm0280463,"nm0401423,nm0547966,nm0208691,nm0547938,nm0809548","nm0884388,nm0269493,nm0002311"
1926,110,Drama,7.3,1142.0,"nm0064415,nm0573743","nm0242802,nm0547938,nm0837989","nm0829795,nm0167032"
1925,74,Drama,7.1,1885.0,nm0003638,"nm0596942,nm0562346","nm0681620,nm0560410,nm0470328"
1926,62,"Drama,Romance",7.0,1063.0,"nm0629243,nm0830249","nm0087658,nm0267913,nm0014703","nm0603875,nm0531584,nm0000859"
1926,92,"Romance,Western",7.5,1004.0,nm0000406,"nm0924268,nm0831958,nm0817809,nm0102167","nm0639563,nm0854414,nm0764346"
1927,95,"Drama,Romance,Sport",6.5,1719.0,nm0781292,"nm0775419,nm0267868","nm0354313,nm0049055,nm0624216"
1927,65,Documentary,7.6,3779.0,nm0752193,"nm0005713,nm0562346,nm0752193",
1927,108,"Comedy,Horror,Mystery",7.1,2642.0,nm0501902,"nm0929616,nm0384616,nm0169879,nm0031033,nm0002771","nm0354878,nm0822477,nm0551222"
1927,66,"Comedy,Drama,Sport",7.1,4243.0,"nm0000036,nm0395023","nm0361882,nm0289381","nm0000036,nm0329467"
1927,80,"Adventure,Drama,Thriller",6.1,2061.0,nm0000033,"nm0171887,nm0637040,nm0822627","nm0637040,nm0916828,nm0571841,nm0410216"
1927,80,"Romance,Thriller",5.7,2456.0,nm0000033,"nm0002021,nm0822627","nm0245579,nm0930556,nm0402842,nm0410216"
1926,67,"Action,Adventure,Comedy",8.1,78378.0,"nm0115669,nm0000036","nm0000036,nm0115669,nm0090213,nm0807667,nm0685904,nm0809548","nm0000036,nm0147070,nm0267650"
1927,72,"Comedy,Romance",7.3,2902.0,"nm0903049,nm0046082","nm0323325,nm0521002,nm0510024,nm0547938","nm0603875,nm0042552"
1927,88,"Drama,Music,Musical",6.5,8828.0,nm0189076,"nm0710723,nm0169879,nm0418772","nm0427231,nm0645941"
1927,82,"Comedy,Drama,Family",7.6,3731.0,"nm0516001,nm0397834,nm0587277,nm0928514","nm0340599,nm0928514,nm0188274,nm0623640,nm0337914","nm0516001,nm0417012,nm0932381"
1927,155,"Biography,Drama,History",7.2,1882.0,nm0001124,nm0534221,"nm0834504,nm0912478,nm0868458,nm0771584,nm0624735"
1927,85,Drama,7.3,1484.0,"nm0699877,nm0231151",nm0953515,"nm0158297,nm0161548,nm0643442"
1927,69,Horror,6.8,1157.0,nm0115218,"nm0115218,nm0950150,nm0267868","nm0151606,nm0910400,nm0931460"
1927,240,"Biography,Drama,History",8.1,6783.0,nm0304098,nm0304098,"nm0226387,nm0745565,nm0885965,nm0467916"
1927,142,"Drama,History",7.5,6855.0,"nm0017893,nm0001178","nm0001178,nm0017893,nm3231022,nm0715487","nm0515104,nm3640809,nm0631634,nm0493491"
1927,74,"Comedy,Romance",6.6,1341.0,nm0000779,"nm0547966,nm0089342,nm0267868","nm0601698,nm0797094"
1927,116,"Drama,Romance,Sport",6.2,3069.0,nm0000033,"nm0000033,nm0720904","nm0109895,nm0402842,nm0367516,nm0855992,nm0363104"
1927,110,"Drama,Romance",7.6,3085.0,nm0097648,"nm0834944,nm0322227,nm0385012,nm0129721,nm0615868","nm0268190,nm0054133,nm0334581"
1927,106,"Drama,Romance",7.6,1313.0,"nm0523932,nm0821472","nm6753657,nm0014703,nm0191956,nm0232704,nm0583431","nm0003895,nm0380965,nm0167032"
1927,94,"Drama,Romance",8.1,45924.0,nm0003638,"nm0562346,nm0837183,nm0385012,nm0129721",nm0639563
1926,103,"Comedy,Drama,Romance",6.9,1422.0,nm0384276,"nm0770337,nm0267868","nm0151606,nm0354313,nm0340806"
1927,86,"Comedy,Drama",7.5,1031.0,nm0740282,"nm0794531,nm0740282","nm0283901,nm0060693,nm0951029"
1927,80,"Crime,Drama,Film-Noir",7.6,2531.0,"nm0903049,nm0744504","nm0299153,nm0001328,nm0372942,nm0498133,nm0547938,nm0903049","nm0051628,nm0111612,nm0463264"
1927,63,"Drama,Horror,Romance",7.8,6980.0,nm0115218,"nm0115218,nm0950150,nm0267868,nm0727497","nm0151606,nm0449908,nm0211346"
1927,144,"Action,Drama,Romance",7.5,11088.0,"nm0920074,nm0195496","nm0766850,nm0521002,nm0510024,nm0425456,nm0604526","nm0736777,nm0035159"
1929,109,"Crime,Drama,Romance",7.9,9509.0,nm0655065,"nm0917149,nm0883335,nm0281567,nm0655065","nm0466776,nm0496473,nm0324501"
1928,76,"Comedy,Drama,Family",8.1,10007.0,"nm0781292,nm0000036","nm0115669,nm0513858,nm0267868,nm0090213,nm0604526","nm0000036,nm0329467,nm0102718"
1928,86,Comedy,5.6,1960.0,nm0000033,"nm0000033,nm0616601,nm0822627","nm0103113,nm0901873,nm0363104,nm0195422"
1928,63,Horror,7.3,3353.0,nm0258477,"nm0000590,nm0000320,nm0258477","nm0213581,nm0484012,nm0288453"
1928,72,"Comedy,Romance",8.1,26781.0,nm0000122,nm0000122,"nm0614730,nm0000122,nm0305087,nm0188357,nm0204639,nm0074788,nm0761866,nm0709466"
1928,98,"Drama,Romance",8.1,7347.0,nm0896542,"nm0896542,nm0915875,nm0267868,nm0066946","nm0615014,nm0729991"
1928,76,"Crime,Drama,Film-Noir",7.5,3833.0,nm0903049,"nm0299154,nm0766850,nm0425456","nm0051628,nm0176971"
1928,100,"Comedy,Drama,Romance",5.9,2420.0,nm0000033,"nm0035199,nm0000033,nm0402855,nm0497961,nm0680914,nm0822627","nm0858977,nm0363104,nm0572324"
1928,88,"Drama,History,Romance",8.0,3257.0,nm0903049,"nm0083742,nm0329312,nm0542534,nm0903049","nm0417837,nm0001635,nm0713281"
1928,73,Drama,7.6,1677.0,nm0107543,"nm0067584,nm0193704,nm0267868,nm0576035","nm0151606,nm0796900"
1928,69,"Comedy,Drama,Romance",7.8,1980.0,nm0270838,"nm0656264,nm0522871,nm0715723","nm0874497,nm0701694"
1928,110,"Drama,Horror,Mystery",7.7,5649.0,nm0501902,"nm0401076,nm0018470,nm0031033,nm0572610,nm0911709,nm0926417","nm0891998,nm0597146"
1928,96,"Drama,Romance",7.3,1150.0,nm0629243,"nm0938282,nm0580648,nm0014703,nm0191956,nm0547966","nm0619261,nm0167032,nm0689551"
1928,85,Drama,6.7,1495.0,nm0064600,"nm0522674,nm0014703,nm0191956","nm0113902,nm0039989"
1928,110,"Biography,Drama,History",8.1,45547.0,nm0003433,"nm0217865,nm0003433","nm0798564,nm0075551,nm0776914"
1928,78,"Comedy,Drama,Romance",7.5,2327.0,nm0896542,"nm0175194,nm0817809","nm0129772,nm0336770"
1928,127,"Drama,War",7.1,1785.0,nm0699877,"nm0109283,nm0637210","nm0409109,nm0214113,nm0409105,nm0158297"
1928,84,"Crime,Drama,Film-Noir",6.7,1095.0,nm0587277,"nm0179993,nm0028636,nm0592217,nm0066946","nm0576762,nm0938464,nm0172318"
1928,97,Drama,7.2,2502.0,nm0909825,"nm0560857,nm0909825,nm0837989,nm0173303,nm0709888","nm0000859,nm0485274"
1928,83,"Comedy,Romance",7.6,3450.0,nm0896542,"nm0426515,nm0821716,nm0875746,nm0817809","nm0354313,nm0376396,nm0707732"
1928,85,"Action,Comedy,Family",7.7,3160.0,nm0928514,"nm0340599,nm0623640,nm0736911,nm0090213,nm0218626,nm0397834,nm0809548","nm0516001,nm0940437,nm0751899"
1928,178,"Romance,Thriller",7.6,3052.0,nm0000485,"nm0902376,nm0000485","nm0459030,nm0295992"
1928,70,"Action,Comedy,Drama",7.9,12744.0,"nm0718469,nm0000036",nm0361882,"nm0000036,nm0570297,nm0868458,nm0507827"
1928,102,Drama,7.4,2083.0,nm0097648,"nm0388743,nm0458934,nm0843364","nm0268190,nm0035455"
1928,113,Drama,7.5,1498.0,nm0002233,"nm0139714,nm0002233","nm0002233,nm0079490"
1928,65,"Drama,Mystery",7.2,1571.0,nm0115218,"nm0165470,nm0212240,nm0267868,nm0330370,nm0950150","nm0151606,nm0000859,nm0062828"
1928,95,"Drama,Romance,Thriller",8.1,5958.0,nm0803705,"nm0547966,nm0769090","nm0361319,nm0002311"
1928,98,Drama,7.2,1353.0,nm0113284,"nm0035158,nm0014703,nm0191956","nm0318105,nm0832011,nm0113902"
1929,80,"Drama,Musical",7.0,1265.0,nm0541149,"nm0113103,nm0287124","nm0905622,nm0578014,nm0131601"
1929,90,"Drama,War",7.3,1799.0,nm0235590,nm0235590,"nm0840935,nm0451822,nm0118210,nm0947571"
1929,90,"Crime,Drama,Romance",7.4,1324.0,nm0562004,"nm0562004,nm0844459,nm0889172","nm0826210,nm0297054"
1929,85,"Crime,Film-Noir,Thriller",7.0,9376.0,nm0000033,"nm0071657,nm0000033,nm0506349,nm0003836","nm0519274,nm0665715"
1929,100,"Drama,Musical,Romance",5.7,6309.0,nm0064600,"nm0332539,nm0396876,nm0322299,nm0049898",nm0454558
1929,68,"Documentary,Music",8.4,21742.0,nm0895048,nm0895048,nm0442227
1929,96,"Comedy,Musical",7.0,6882.0,"nm0282984,nm0763798","nm0442151,nm0753452","nm2580347,nm0000050,nm0555617,nm0555597,nm0555688"
1929,76,"Drama,Romance",5.8,1977.0,nm0853130,"nm0007973,nm0108697,nm0340599,nm0573865,nm0853130","nm0113902,nm0601596,nm0820821"
1929,62,"Adventure,Drama,Romance",6.5,1075.0,nm0631438,"nm0627454,nm0886861,nm0325135,nm0092015,nm0014703,nm0191956","nm0318105,nm0868458,nm0454596"
1929,90,"Biography,Drama,History",6.2,1030.0,nm0337586,"nm0430756,nm0030860,nm0662462","nm0002183,nm0868456"
1929,156,"Comedy,Drama,Romance",7.3,2884.0,nm0000485,"nm0902376,nm0000485","nm0295992,nm0688332,nm0003248"
1929,109,"Drama,Musical",6.8,1518.0,nm0896542,"nm0875746,nm0770337,nm0725823,nm0896542,nm0014703","nm0371438,nm0288371,nm0336677"
