2019,131,"Action,Crime,Drama",7.9,5492.0,nm7920254,nm7920254,"nm1818216,nm5457207,nm1758612"
2019,124,Drama,5.8,195.0,nm10522250,nm1815907,"nm3255219,nm10583375,nm3988089,nm2983649"
2020,103,"Comedy,Drama,Romance",3.5,642.0,nm7996207,nm7996207,nm2194798
2019,109,"Comedy,Drama",7.2,194.0,"nm8662914,nm3160391",nm7919191,"nm8662914,nm1235505,nm7646570,nm9638597"
2020,97,"Action,Crime,Drama",5.7,568.0,nm0053028,"nm1906725,nm1697006","nm0265492,nm0322563,nm1697006,nm0597853"
2019,82,"Horror,Thriller",5.3,144.0,nm5366442,nm5366442,"nm5795985,nm0634831"
2019,51,Documentary,8.8,114.0,nm5954636,nm5954636,
2019,84,Documentary,7.5,169.0,nm2852263,\N,
2019,103,Drama,6.8,454.0,nm2021547,nm2021547,"nm5663613,nm1177124,nm10994783"
2019,110,"Crime,War",5.2,163.0,nm0538105,"nm1585774,nm0538105","nm7698067,nm0957468,nm0956190"
2019,89,"Biography,Documentary,Music",6.7,129.0,nm0940292,\N,
2019,116,"Drama,Music,Romance",6.9,237.0,nm0794048,nm0794048,"nm6954008,nm5527231"
2019,97,Comedy,6.1,374.0,nm0489309,"nm0081179,nm0489309","nm0149260,nm5487541"
2019,89,"Comedy,Horror,Sci-Fi",5.0,2303.0,nm0261629,"nm0253624,nm1698584","nm4328352,nm9840989"
2019,150,Drama,7.3,179.0,nm3666580,nm3666580,"nm4939566,nm3056725"
2019,89,Drama,6.2,100.0,nm3009133,nm3009133,nm0439307
2019,108,Drama,5.0,182.0,nm9452546,"nm7869967,nm8001453,nm9452546","nm4308851,nm0490492"
2019,98,"Action,Comedy,Fantasy",3.4,421.0,nm2202538,"nm7875928,nm7859465","nm5047005,nm2201406,nm2202538,nm10521233"
2019,100,Comedy,5.5,100.0,nm0110292,"nm0110292,nm8062019,nm0660892,nm2971852","nm0084241,nm0748207,nm0008090"
2019,92,Romance,6.3,207.0,nm4672801,"nm8957087,nm4672801","nm9608152,nm9787125,nm10070918,nm9015191"
2018,120,"Action,Animation,Sci-Fi",7.7,175.0,nm0849465,"nm0849465,nm1287521","nm1738264,nm1101677,nm0757327,nm1411545"
2019,82,Horror,5.2,100.0,nm0620378,"nm10506077,nm2346314","nm10506075,nm0594647"
2019,111,"Drama,Western",4.5,270.0,nm1271233,"nm3279497,nm1271233,nm4158263","nm0021607,nm0046541,nm7756902"
2019,99,"Comedy,Drama",7.1,368.0,nm2889273,"nm11042781,nm2889273,nm0897095",nm0889475
2019,84,Drama,6.9,1750.0,nm1431281,nm1431281,"nm3883678,nm2259074,nm10510821"
2020,94,Drama,6.7,183.0,nm1840544,nm1840544,"nm0345695,nm10509072"
2019,111,"Adventure,Animation,Drama",6.5,1071.0,nm2268014,"nm6226680,nm11218783","nm10562494,nm4390501,nm3359104"
2019,142,Drama,7.6,217.0,nm1305198,"nm9503680,nm1305198,nm0865453","nm5907963,nm0524992,nm4528937"
2019,92,"Documentary,Drama,History",6.4,737.0,"nm10509355,nm9921790",\N,
2020,81,"Adventure,Animation,Comedy",6.3,139.0,"nm0956918,nm0421559","nm3892809,nm0421559","nm0341287,nm1239452"
2018,90,Thriller,5.4,158.0,nm0539354,"nm2091567,nm2592020",nm0108637
2019,103,"Comedy,Drama",5.9,309.0,nm1165751,"nm1733303,nm1165751","nm0928296,nm2432160,nm0093872"
2019,96,Drama,5.5,211.0,nm1879025,nm1879025,"nm10513489,nm10513490,nm10513491,nm10513492"
2019,98,"Comedy,Romance",5.6,13880.0,nm0474955,"nm4306620,nm1194570","nm3699960,nm2242337"
2019,77,Horror,2.3,173.0,"nm4591469,nm10514359","nm4591469,nm10514359",
2019,110,Drama,4.8,126.0,nm9607013,nm9614031,"nm7441441,nm6427345,nm2413221,nm0257826"
2019,72,"Animation,Comedy",5.4,108.0,"nm3972168,nm3978114","nm4889597,nm0881710","nm0881710,nm0782005,nm0211140,nm0180336"
2019,78,War,3.9,184.0,nm3510519,nm3510519,"nm3129993,nm3385467,nm1061914,nm10516440"
2018,69,Documentary,5.8,119.0,nm3570039,nm3570039,
2019,72,"Comedy,Drama",5.4,116.0,nm6767387,"nm6767387,nm8020784","nm6767387,nm8526671,nm0126744"
2018,92,"Horror,Thriller",3.7,1289.0,nm3932585,\N,"nm6451753,nm6956770,nm10520204,nm10520200,nm10520199,nm10520206"
2020,53,"Documentary,Family",8.8,385.0,"nm5943474,nm4989042",\N,
2019,105,"Biography,Drama,Sport",6.8,611.0,nm3152881,"nm2930418,nm3152881","nm10529038,nm1568421"
2019,93,Comedy,5.5,773.0,nm0524516,"nm1154102,nm0524516","nm5068576,nm0139528,nm1517425"
2019,90,"Comedy,Family,Fantasy",5.1,158.0,nm3242410,"nm3636189,nm3242410","nm3143249,nm3636189,nm8471994,nm3517457,nm1649704,nm1125711"
2019,125,"Drama,War",5.6,153.0,nm1252857,"nm10520504,nm1252857","nm5448167,nm6154954"
2020,135,"Action,Crime,Drama",6.5,6759.0,nm1887138,"nm2748159,nm8457764,nm1887138","nm3169069,nm0438463,nm0447240"
2019,134,"Drama,Romance",5.3,169.0,nm0430485,nm11028494,"nm0579756,nm11589788"
2019,130,"Drama,Romance",6.0,198.0,nm8710599,nm8710599,"nm0226770,nm2241427,nm5444787"
2019,105,Comedy,6.4,198.0,nm1598347,nm1635055,nm1278335
2019,101,Comedy,4.5,248.0,nm1240647,"nm3771227,nm1415738,nm1240647",nm0190214
2019,96,Documentary,7.8,1836.0,nm3039295,\N,
2019,142,Horror,2.3,150.0,nm0898524,\N,"nm3755435,nm5465692,nm4143935,nm8850112,nm7075397"
2020,113,"Biography,Comedy,Drama",5.8,118.0,nm0528186,nm0571032,"nm0507073,nm0268297"
2019,130,"Comedy,Romance",8.1,988.0,nm9295244,"nm10525626,nm10525627","nm4270963,nm1368581,nm0222181"
2019,105,"Comedy,Romance",7.5,211.0,nm3465317,nm10485997,
